date,vol_surge_ratio,shrink_pullback,vol_compression,ma_convergence,obv_slope,lower_shadow_ratio,money_flow_strength,bottom_deviation,turnover_concentration,illiq_change,mom_12_1,rev_10,rvol_20,vol_confirm,inv_pb,log_cap,roe_ttm,turnover_20,volume_chg,close_to_high_60,growth_revenue,growth_profit,pe_ttm,mom_3_1,mom_6_1,ret_5d_std,high_low_20,dv_ttm,roa_ttm,gross_margin,low_leverage,illiq_20
2018-06-15,0.00219346,0.00228356,0.00152500,0.00190830,0.00181946,0.00174076,0.00159811,0.00123329,0.00115072,0.00186974,0.00118925,0.00186763,0.00133672,0.00145294,0.00316275,0.00177241,0.00169912,0.00126336,0.00195053,0.00165915,0.00235625,0.00288344,0.00068266,0.00125834,0.00118675,0.00145549,0.00159388,0.00142093,0.00162512,0.00166734,0.00163143,0.00215969
2018-07-02,-0.05233571,-0.05386137,-0.03813570,-0.05579173,-0.03686843,-0.03984302,-0.03703894,-0.02504301,-0.03462013,-0.05323158,-0.03187736,-0.03717906,-0.03596079,-0.03090858,-0.08529675,-0.03985772,-0.04311208,-0.03339095,-0.05226065,-0.03749409,-0.06350737,-0.06874317,-0.00972970,-0.03713207,-0.03080085,-0.02742094,-0.03972389,-0.03720581,-0.04051271,-0.03581013,-0.04497388,-0.05212241
2018-07-16,-0.00096556,-0.00114924,-0.00082880,-0.00104239,-0.00110176,-0.00084325,-0.00102800,-0.00070751,-0.00075982,-0.00106465,-0.00089321,-0.00085352,-0.00075291,-0.00089436,-0.00185703,-0.00104658,-0.00091911,-0.00074479,-0.00107535,-0.00103805,-0.00132681,-0.00161323,-0.00028691,-0.00103860,-0.00090109,-0.00070281,-0.00083465,-0.00083574,-0.00087538,-0.00066453,-0.00086722,-0.00098131
2018-07-30,0.03178779,0.02555518,0.02384874,0.03193228,0.03279692,0.03104075,0.03167408,0.02228412,0.01801249,0.02946472,0.02398546,0.03227241,0.01783515,0.03478996,0.05112704,0.03125770,0.02764233,0.02215447,0.02502852,0.02749449,0.04370635,0.04618442,0.01125047,0.02433451,0.02019002,0.02422139,0.02052134,0.02129044,0.02560887,0.02069797,0.02383143,0.02541465
2018-08-13,-0.00379246,-0.00308408,-0.00286788,-0.00374629,-0.00332233,-0.00321608,-0.00330061,-0.00323777,-0.00211009,-0.00283262,-0.00323694,-0.00295524,-0.00282650,-0.00372597,-0.00599637,-0.00420103,-0.00359788,-0.00353291,-0.00377296,-0.00314793,-0.00537627,-0.00591988,-0.00122736,-0.00335259,-0.00280888,-0.00268664,-0.00296156,-0.00265339,-0.00347164,-0.00291723,-0.00264894,-0.00231668
2018-08-27,-0.01149251,-0.01703490,-0.00923103,-0.01558254,-0.00955759,-0.01194767,-0.01098079,-0.01314720,-0.01227053,-0.01307828,-0.01207937,-0.00907830,-0.01264014,-0.01110889,-0.02460592,-0.01324565,-0.01404376,-0.01373741,-0.01386984,-0.01177690,-0.02215907,-0.02421230,-0.00395918,-0.01261659,-0.01189487,-0.01071497,-0.01522913,-0.00969585,-0.01397981,-0.01507261,-0.01034136,-0.01451991
2018-09-10,-0.02936404,-0.02555305,-0.02910167,-0.02918492,-0.02328361,-0.02894106,-0.02589559,-0.02038805,-0.01120145,-0.02281387,-0.04045615,-0.01825630,-0.02334377,-0.02166457,-0.01917245,-0.04138913,-0.03976824,-0.01913610,-0.02966188,-0.02097338,-0.03129135,-0.03076347,-0.00903193,-0.01520605,-0.02634058,-0.02847723,-0.02135737,-0.03240975,-0.03301791,-0.02573616,-0.02029164,-0.00420242
2018-09-21,0.04810706,0.02983906,0.04244482,0.03157425,0.03769390,0.04371262,0.04100395,0.04275749,0.02026062,0.03024133,0.05607857,0.05064925,0.03561389,0.03843719,0.02882089,0.06054034,0.05534919,0.02421935,0.04511513,0.04319861,0.04362324,0.04163008,0.01449283,0.02517646,0.04891250,0.03879118,0.02960266,0.04659148,0.03953593,0.03304689,0.02157326,0.00639901
2018-10-08,-0.02431412,-0.01691675,-0.02635090,-0.01821071,-0.02813897,-0.02573524,-0.02461501,-0.02609630,-0.01286646,-0.01540781,-0.03163938,-0.02897242,-0.02286059,-0.01642013,-0.00762553,-0.03339170,-0.03118132,-0.01249845,-0.02333276,-0.02485109,-0.02061555,-0.02014770,-0.01084094,-0.01660817,-0.02748024,-0.02541973,-0.02228803,-0.02431984,-0.02141736,-0.01667196,-0.01217936,-0.00148773
2018-10-22,0.00785399,0.00605987,0.00616031,0.00297293,0.00681616,0.00735846,0.00784929,0.00786117,0.00295945,0.00487809,0.00967386,0.00922564,0.00399633,0.00673663,0.00641577,0.01132754,0.01031173,0.00434734,0.00774523,0.01049398,0.00857922,0.00941765,0.00410362,0.00740443,0.00863097,0.00491438,0.00293396,0.00773850,0.00796068,0.00722166,0.00521626,0.00269818
2018-11-05,-0.00729742,-0.00673713,-0.00805038,-0.00536279,-0.00577487,-0.00509787,-0.00469382,-0.00399091,-0.00328433,-0.00642728,-0.00871705,-0.00327467,-0.00451312,-0.00501412,-0.00677378,-0.00915447,-0.00791597,-0.00451816,-0.00775677,-0.00608725,-0.00751407,-0.00802424,-0.00323897,-0.00679209,-0.00822345,-0.00593605,-0.00465611,-0.00641920,-0.00647608,-0.00596205,-0.00536187,-0.00252726
2018-11-19,0.01370093,0.01965430,0.01287862,0.01708508,0.01612086,0.01168685,0.01209560,0.00927856,0.01403196,0.01497818,0.02364764,0.01125616,0.01546996,0.01242960,0.02006975,0.02244973,0.02171310,0.01273313,0.01919158,0.01492306,0.02178430,0.02436328,0.00920843,0.01959879,0.02038758,0.01208817,0.01571856,0.01623718,0.01920862,0.01843670,0.01525859,0.01045376
2018-12-03,-0.01008211,-0.01213737,-0.01047841,-0.00819132,-0.01098814,-0.00756015,-0.00886595,-0.00648772,-0.00554826,-0.01172387,-0.01440904,-0.00841637,-0.00586266,-0.00787804,-0.01795159,-0.01338192,-0.01222885,-0.00786421,-0.00914304,-0.01345712,-0.01172153,-0.01542897,-0.00361794,-0.01202657,-0.01356287,-0.00755347,-0.00682855,-0.01011117,-0.01077759,-0.00933360,-0.00777189,-0.00767018
2018-12-17,-0.01169261,-0.00849753,-0.00988750,-0.00830529,-0.01200335,-0.01042149,-0.01054894,-0.00794250,-0.00390033,-0.01108779,-0.01437643,-0.01309357,-0.00376582,-0.01117713,-0.01463174,-0.01569044,-0.01349962,-0.00457179,-0.00891095,-0.01547684,-0.01165835,-0.01292543,-0.00293815,-0.01222369,-0.00953332,-0.00639003,-0.00484716,-0.01318064,-0.00891504,-0.00790072,-0.00633734,-0.00462153
2018-12-28,-0.02915226,-0.02572449,-0.02558232,-0.01961706,-0.01605865,-0.02283419,-0.02061271,-0.01685186,-0.00908288,-0.01848386,-0.03497806,-0.02235923,-0.01479871,-0.01840254,-0.01785717,-0.03798151,-0.03405594,-0.01137899,-0.02539051,-0.02648830,-0.02442581,-0.02460715,-0.01187171,-0.01686883,-0.02350890,-0.01602570,-0.01404426,-0.02829442,-0.02312080,-0.02069398,-0.01572952,-0.00335128
2019-01-14,0.00286184,0.00391696,0.00370550,0.00240153,0.00287259,0.00301093,0.00277102,0.00177556,0.00126504,0.00403439,0.00487328,0.00204548,0.00196490,0.00195524,0.00304056,0.00492653,0.00471460,0.00155201,0.00410194,0.00367348,0.00333605,0.00364078,0.00201214,0.00161884,0.00319421,0.00282207,0.00190416,0.00384203,0.00354065,0.00287987,0.00266109,0.00143937
2019-01-28,0.01888466,0.01555183,0.01894110,0.01915363,0.02333563,0.02210351,0.02209075,0.01499396,0.00436749,0.01517044,0.02028491,0.02342764,0.01227408,0.01553852,0.01049542,0.02566344,0.02498643,0.00990625,0.01920984,0.02220832,0.01933413,0.01880001,0.00593896,0.01231035,0.01342642,0.01500674,0.01661788,0.01930107,0.02222743,0.01559800,0.01434151,0.00270261
2019-02-11,0.02818682,0.01626266,0.02139176,0.02122680,0.03371384,0.03070047,0.03321639,0.02006964,0.00690265,0.01360178,0.02223378,0.03084693,0.01116465,0.02736240,0.01780673,0.03432664,0.03195247,0.01187362,0.02659545,0.03136812,0.02426442,0.02493955,0.00917684,0.01342681,0.01533737,0.00988142,0.01776238,0.02330375,0.02736577,0.02025337,0.01887354,0.00434502
2019-02-25,0.02409347,0.04327901,0.04531995,0.04767210,0.03728412,0.04061635,0.03761140,0.04381204,0.02302991,0.05687345,0.04993210,0.02440411,0.03077467,0.03442905,0.02313764,0.05633719,0.05864532,0.01984963,0.03165859,0.04103926,0.05044260,0.04692372,0.02975935,0.05135831,0.04323586,0.03154303,0.02860461,0.03134270,0.05124130,0.04812017,0.04161710,0.02302235
2019-03-11,0.00868813,0.01137166,0.01184320,0.00927711,0.00819353,0.00965999,0.00807690,0.00977304,0.00831464,0.01430480,0.01618581,0.00934980,0.00815641,0.01034791,0.01030460,0.01381210,0.01519812,0.00552006,0.00926051,0.01393662,0.01402627,0.01468097,0.00872141,0.01442101,0.01330739,0.00933666,0.00769345,0.01050694,0.01468365,0.01413591,0.01312733,0.01110117
2019-03-25,0.02494343,0.03239457,0.02357947,0.02013133,0.02799120,0.01879929,0.01846080,0.01875900,0.01580643,0.03094698,0.03733692,0.02531873,0.01410024,0.01667017,0.03484515,0.04032691,0.03278850,0.00951597,0.02077182,0.02532054,0.02811772,0.03375648,0.01145295,0.02675968,0.02850427,0.01961230,0.01764489,0.02715512,0.02464267,0.02080778,0.01855042,0.01344351
2019-04-08,0.03609888,0.02818121,0.04206795,0.04415268,0.04064721,0.04239887,0.04433014,0.04547524,0.02445799,0.04230423,0.05096741,0.04702235,0.03003224,0.04019386,0.02968878,0.05379433,0.05591519,0.01707439,0.03378434,0.04922582,0.04281145,0.04975597,0.01704432,0.04157442,0.03777164,0.03139394,0.04169234,0.03316282,0.04685733,0.04348915,0.02566082,0.01996829
2019-04-22,-0.02527379,-0.02668196,-0.03022193,-0.02687571,-0.02589320,-0.02446504,-0.02551217,-0.02779845,-0.00903170,-0.02850518,-0.03216961,-0.02218487,-0.02021946,-0.02137949,-0.01724572,-0.03413599,-0.03770619,-0.01065190,-0.02317824,-0.02688227,-0.02791329,-0.02833618,-0.01420402,-0.02459833,-0.02047293,-0.02321411,-0.02371517,-0.02289385,-0.03007846,-0.02457426,-0.02036946,-0.01278127
2019-05-06,-0.06660249,-0.06020682,-0.04672719,-0.05525194,-0.05887443,-0.05784199,-0.05552979,-0.06870421,-0.02099088,-0.02120663,-0.06644780,-0.06297366,-0.04388035,-0.03062111,-0.01362322,-0.06657828,-0.07552716,-0.02945037,-0.05104535,-0.05990267,-0.05456891,-0.05166629,-0.03711465,-0.04504622,-0.05208480,-0.04849046,-0.02316998,-0.03315685,-0.07522964,-0.06347049,-0.05186997,-0.01095048
2019-05-20,-0.09815744,-0.04684011,-0.09726075,-0.06916336,-0.06204499,-0.06262417,-0.07351179,-0.09189586,-0.02756294,-0.03336867,-0.10054616,-0.04944933,-0.06454391,-0.07224877,-0.02453510,-0.10625766,-0.11085239,-0.05120252,-0.09446028,-0.07861758,-0.08369444,-0.08295695,-0.05768689,-0.06957792,-0.09019737,-0.07967677,-0.04193977,-0.05497370,-0.10333706,-0.08730035,-0.07447111,-0.01244897
2019-06-03,0.12431042,0.09600126,0.08203792,0.06254763,0.09430950,0.07873934,0.08451335,0.10706843,0.04646158,0.03899472,0.13336768,0.09206197,0.09599930,0.08871617,0.03783344,0.14279269,0.14449855,0.05594980,0.12608333,0.12009487,0.12489355,0.10627983,0.07795840,0.11935345,0.12031473,0.08998013,0.09059697,0.07489557,0.11889453,0.09799338,0.09373851,0.02391434
2019-06-17,0.00938568,0.00571570,0.00694710,0.00448888,0.00674903,0.00612711,0.00585086,0.00937484,0.00382671,0.00403886,0.00956229,0.00730783,0.00632158,0.00746144,0.00311996,0.01062065,0.01132573,0.00599376,0.00950257,0.00803042,0.00858159,0.00809508,0.00561213,0.00881052,0.00988390,0.00757011,0.00707466,0.00377582,0.01026576,0.00778492,0.00639021,0.00172432
2019-07-01,0.06682059,0.05633804,0.06345555,0.04924761,0.06601779,0.06997722,0.06730091,0.07527943,0.03574120,0.04705276,0.07739530,0.07481275,0.04712373,0.06365585,0.02680550,0.08968768,0.08825512,0.03732157,0.06811166,0.08309283,0.07652221,0.06991893,0.04597207,0.07420139,0.07443453,0.04973977,0.06503561,0.04349565,0.07045259,0.05267913,0.05184001,0.00925865
2019-07-15,-0.03997964,-0.04277185,-0.03721121,-0.02727256,-0.02877518,-0.03483298,-0.02456356,-0.03772473,-0.01557195,-0.02130891,-0.04046874,-0.02594098,-0.02874892,-0.01588248,-0.01467972,-0.04754484,-0.04722095,-0.01837194,-0.03837243,-0.04331516,-0.03661818,-0.03385120,-0.02117651,-0.04385523,-0.04183072,-0.03309229,-0.02828620,-0.02497890,-0.03838214,-0.03510148,-0.02747688,-0.00533134
2019-07-29,0.00284514,0.00206682,0.00202795,0.00173764,0.00163009,0.00209496,0.00154526,0.00281070,0.00099924,0.00116075,0.00297987,0.00233314,0.00194663,0.00189517,0.00078323,0.00337546,0.00347679,0.00167811,0.00277549,0.00290729,0.00278471,0.00252928,0.00160515,0.00295066,0.00293464,0.00264659,0.00166451,0.00178418,0.00316259,0.00278220,0.00227371,0.00043276
2019-08-12,-0.02137722,-0.01842546,-0.02072157,-0.00847533,-0.01412979,-0.02294535,-0.02216720,-0.02327543,-0.01098184,-0.01740409,-0.02519014,-0.02056095,-0.01291303,-0.01686486,-0.01872453,-0.03181592,-0.02909962,-0.00957232,-0.02201119,-0.02689372,-0.02391624,-0.02021364,-0.00804735,-0.02083487,-0.02131951,-0.01259071,-0.00999994,-0.02367186,-0.01857311,-0.01591776,-0.00945283,-0.00424752
2019-08-26,0.00027099,0.00026788,0.00033350,0.00015327,0.00032569,0.00035093,0.00032523,0.00037295,0.00012925,0.00025312,0.00039291,0.00030160,0.00020781,0.00024195,0.00011861,0.00043316,0.00041655,0.00014522,0.00029147,0.00040376,0.00031737,0.00030087,0.00020475,0.00038516,0.00037460,0.00031303,0.00019065,0.00025930,0.00030254,0.00027950,0.00023168,0.00004676
2019-09-09,0.01163237,0.01497119,0.01300581,0.01289532,0.01733893,0.01260167,0.01264182,0.01383008,0.00593692,0.01294687,0.01951318,0.01255891,0.01022481,0.01215209,0.00964406,0.02254542,0.02147810,0.00692348,0.01316545,0.01875693,0.01732782,0.01540326,0.00767043,0.01808034,0.02007949,0.01279923,0.01069846,0.01639133,0.01576443,0.01369244,0.01099167,0.00238626
2019-09-23,-0.00909559,-0.00950715,-0.01000273,-0.01041126,-0.01204705,-0.01186665,-0.01017042,-0.01137919,-0.00809083,-0.01306294,-0.01394803,-0.01154618,-0.00826096,-0.01043706,-0.00756285,-0.01779199,-0.01577594,-0.00519168,-0.00819774,-0.01519924,-0.01348132,-0.01269448,-0.00733263,-0.01289459,-0.01526607,-0.00836219,-0.00739980,-0.01154097,-0.01171721,-0.01125115,-0.00777433,-0.00227982
2019-09-30,-0.01278613,-0.00933580,-0.01184849,-0.00774737,-0.01172597,-0.01133719,-0.01085954,-0.01051160,-0.00475589,-0.00790589,-0.01096723,-0.01358140,-0.00746462,-0.00821902,-0.00826087,-0.01521709,-0.01273678,-0.00427483,-0.00887743,-0.01375113,-0.01225153,-0.01117828,-0.00631414,-0.01094068,-0.01277291,-0.00919955,-0.00630305,-0.00965611,-0.00902898,-0.00876043,-0.00673179,-0.00247511
2019-10-21,0.01385032,0.00655770,0.01651602,0.01399542,0.01845684,0.01569654,0.01857813,0.01720580,0.00682393,0.01125181,0.01456439,0.01630607,0.00930114,0.01664474,0.00744316,0.02087844,0.01953339,0.00506060,0.01384945,0.02006342,0.01705344,0.01508271,0.00909284,0.01419343,0.01778700,0.01284417,0.00677218,0.01150901,0.01279425,0.01168246,0.00976551,0.00174098
2019-11-04,0.00310562,0.00151125,0.00330561,0.00307311,0.00349780,0.00302175,0.00347908,0.00336472,0.00262451,0.00170472,0.00263046,0.00338037,0.00235979,0.00346809,0.00251871,0.00408429,0.00358928,0.00128572,0.00322605,0.00383242,0.00252172,0.00250157,0.00131126,0.00263072,0.00271350,0.00243351,0.00287317,0.00249401,0.00185268,0.00153273,0.00122447,0.00084410
2019-11-18,-0.02170937,-0.01432979,-0.01888746,-0.01788961,-0.01323542,-0.01308571,-0.01201952,-0.01911392,-0.01522816,-0.01284036,-0.01772428,-0.01205898,-0.01648986,-0.01499877,-0.01816164,-0.02354862,-0.01855374,-0.00845100,-0.02188520,-0.01884916,-0.01646575,-0.01442714,-0.00839198,-0.02020693,-0.01986486,-0.01638306,-0.01772826,-0.01392401,-0.01111630,-0.01216165,-0.01111256,-0.00841457
2019-12-02,-0.05089120,-0.04049190,-0.04855065,-0.03710407,-0.02610406,-0.02449173,-0.02907718,-0.05007764,-0.03285982,-0.04138327,-0.04735967,-0.03522677,-0.03677040,-0.02985683,-0.04833568,-0.06041066,-0.05144636,-0.01810966,-0.05038257,-0.04963381,-0.04350718,-0.03719606,-0.02052878,-0.05064244,-0.05345174,-0.04193048,-0.04324063,-0.04203716,-0.03533649,-0.03165942,-0.02815893,-0.02320725
2019-12-16,0.05466704,0.05828795,0.06803243,0.06285350,0.06155454,0.05021298,0.04470748,0.07086471,0.03897450,0.06827207,0.06796107,0.06016138,0.05791409,0.05612696,0.06465466,0.09117479,0.08237585,0.02995676,0.06238205,0.07741743,0.06285044,0.05594873,0.02241333,0.07470467,0.07241663,0.05816073,0.05561659,0.07496709,0.05645168,0.04880490,0.03101225,0.02848851
2019-12-30,0.01318578,0.01269850,0.01471319,0.02041550,0.02101912,0.01175893,0.01643807,0.02251063,0.01199064,0.01987428,0.02181266,0.02114068,0.01568004,0.02119182,0.01450492,0.02743430,0.02568635,0.00793442,0.01192180,0.02507120,0.01901061,0.01698513,0.00753316,0.02225393,0.02181922,0.01861106,0.01701405,0.01993986,0.01720908,0.01532330,0.01089590,0.00456776
2020-01-13,0.00509539,0.00646989,0.00896465,0.00904032,0.00958211,0.00565280,0.00742947,0.00935892,0.00620973,0.01052383,0.01036568,0.00854432,0.00724555,0.00798256,0.00528661,0.01235201,0.01139484,0.00329778,0.00431056,0.00946730,0.00911579,0.00847842,0.00443829,0.00903812,0.00947974,0.00604482,0.00800103,0.00785550,0.00931876,0.00740409,0.00609091,0.00190078
2020-01-23,-0.03915391,-0.04618928,-0.03696834,-0.03731772,-0.02995356,-0.02967490,-0.03270883,-0.04206147,-0.02225645,-0.04365812,-0.05302516,-0.03043656,-0.03333830,-0.01947190,-0.02402610,-0.06206363,-0.06149768,-0.01849744,-0.02117865,-0.03122763,-0.04787825,-0.04313679,-0.02421885,-0.04031058,-0.04979696,-0.03870114,-0.03373759,-0.03846321,-0.04942578,-0.04347464,-0.03168709,-0.00819065
2020-02-10,-0.01099410,-0.02020428,-0.01353010,-0.01464578,-0.00596915,-0.00976061,-0.00621884,-0.00906507,-0.01206593,-0.01086537,-0.01323186,-0.00916366,-0.01005459,-0.00446709,-0.01579273,-0.01626931,-0.01524072,-0.00700984,-0.01252384,-0.00987749,-0.01383939,-0.01101223,-0.00526293,-0.01049131,-0.01105767,-0.01226525,-0.01276335,-0.01526502,-0.01087515,-0.01172697,-0.01004144,-0.01072678
2020-02-24,0.01515412,0.03314309,0.01778319,0.02161750,0.02320359,0.01607258,0.01450677,0.01295052,0.01930518,0.03030747,0.02392566,0.02041861,0.01563708,0.00807382,0.02512668,0.03311820,0.03167535,0.01144280,0.02295577,0.01626569,0.02611114,0.02627339,0.01367582,0.01552217,0.02142816,0.01931973,0.01752857,0.02456313,0.02196288,0.02054748,0.01647140,0.01141576
2020-03-09,0.01316608,0.01391791,0.01534386,0.01159386,0.01236292,0.01361919,0.01256062,0.00873877,0.00816359,0.02184366,0.01550246,0.01568735,0.00800280,0.01539574,0.01548151,0.02165829,0.02247966,0.00532675,0.00970746,0.01526389,0.01626816,0.01520738,0.00771115,0.00983742,0.01146732,0.01382251,0.00708229,0.01891253,0.01843948,0.01940805,0.01341262,0.00940463
2020-03-23,-0.06757083,-0.05224851,-0.06357635,-0.06140209,-0.01320803,-0.02553962,-0.01891522,-0.03260964,-0.02405275,-0.07805174,-0.06627661,-0.03069601,-0.03594118,-0.04140779,-0.03460585,-0.08218323,-0.08438780,-0.01886857,-0.03902229,-0.03622572,-0.05803289,-0.05460244,-0.02292937,-0.04034336,-0.04740393,-0.04905632,-0.05212954,-0.06171377,-0.06595922,-0.05376502,-0.04495280,-0.00857030
2020-04-03,0.03874422,0.04367012,0.03928376,0.02987482,0.02700720,0.03420933,0.03174615,0.03504846,0.01806889,0.04348236,0.04884433,0.04866124,0.03420091,0.01730164,0.01752397,0.05509352,0.05532956,0.01706706,0.03366824,0.03636385,0.04023376,0.03466399,0.02367482,0.02545135,0.03462212,0.03151006,0.03439565,0.03672032,0.05133727,0.04553223,0.03391609,0.00709986
2020-04-20,0.02692907,0.02288879,0.02283695,0.02150993,0.03477114,0.02807461,0.03313741,0.02319436,0.01189627,0.02781810,0.03221766,0.02620040,0.01824100,0.03012213,0.01157456,0.04135465,0.03978355,0.01016938,0.02768685,0.03057704,0.02931162,0.02749868,0.01713939,0.01493359,0.01891549,0.02180571,0.02429991,0.02193293,0.03277665,0.02955549,0.02033953,0.00145920
2020-04-30,0.01192769,0.01190577,0.00966092,0.00914022,0.01164131,0.00933293,0.01146249,0.01077745,0.00511405,0.00610939,0.01279401,0.01244249,0.00623564,0.00896694,0.00670691,0.01742286,0.01666949,0.00365434,0.01114907,0.01421431,0.01250304,0.01218298,0.00620365,0.00833487,0.00857502,0.00781485,0.00654925,0.01075100,0.01519240,0.01226843,0.00892574,0.00184127
2020-05-18,0.01777693,0.02052155,0.01714587,0.02164881,0.01789910,0.02203948,0.02008493,0.02303019,0.01010218,0.01461649,0.02393397,0.01850887,0.01604400,0.01156885,0.00479996,0.02697585,0.02849206,0.00929163,0.01874300,0.02795500,0.02241726,0.02295277,0.01634896,0.02153277,0.01809107,0.01733397,0.01420047,0.00867762,0.02708763,0.02342587,0.02027282,0.00722089
2020-06-01,0.02867660,0.03605052,0.02962826,0.02510252,0.02873754,0.02652528,0.02776142,0.02939029,0.01228752,0.03055631,0.04073276,0.02931240,0.02576503,0.01831836,0.01919648,0.04955740,0.04852053,0.01421585,0.03018715,0.03612858,0.03931183,0.03630070,0.02130085,0.03773408,0.03344251,0.02490773,0.02337618,0.02789328,0.03354598,0.03044617,0.02647331,0.00689429
2020-06-15,-0.01180562,-0.01602582,-0.01009034,-0.01112724,-0.01148114,-0.00997551,-0.01079931,-0.01083425,-0.00527045,-0.01229100,-0.01310896,-0.00973819,-0.00874719,-0.00603047,-0.00802794,-0.01945829,-0.01885258,-0.00465038,-0.01044453,-0.01490008,-0.01580115,-0.01461555,-0.00814877,-0.01535813,-0.01175533,-0.00928045,-0.00822062,-0.01052326,-0.01241751,-0.01113272,-0.01026892,-0.00246058
