date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,998356.82,1000000.00,1000000.00,1000000.00
2018-01-29,995553.26,1032990.14,1018171.47,1001877.93
2018-02-12,869295.95,924831.05,920682.67,859154.93
2018-02-26,909840.73,976274.80,974718.43,969953.05
2018-03-12,980200.19,975431.96,976907.08,1000000.00
2018-03-26,928152.95,918848.45,918265.86,866666.67
2018-04-09,940451.62,920188.96,911884.26,966197.18
2018-04-23,842126.48,899581.47,891387.55,868544.60
2018-05-07,915283.45,919705.51,907448.65,877934.27
2018-05-21,943128.68,942340.28,928052.08,899530.52
2018-06-04,901373.90,906377.83,901150.88,869483.57
2018-06-15,904630.81,886061.06,888336.38,821596.24
2018-07-02,823665.86,813829.82,806572.97,727699.53
2018-07-16,822074.80,825114.07,821748.94,712676.06
2018-07-30,867345.76,841243.05,831924.34,733333.33
2018-08-13,861517.42,816854.31,802402.86,748356.81
2018-08-27,837326.73,815396.17,806243.92,706103.29
2018-09-10,799709.52,782727.97,764469.86,663849.77
2018-09-21,851176.99,820259.34,807169.81,675117.37
2018-10-08,822039.61,796516.58,778866.84,647887.32
2018-10-22,832688.42,778444.62,773985.32,563380.28
2018-11-05,823392.15,781539.31,772224.92,577464.79
2018-11-19,849529.40,792705.16,779743.55,637558.69
2018-12-03,832216.38,778421.69,771778.82,652582.16
2018-12-17,816192.77,761760.06,748169.84,607511.74
2018-12-28,784009.21,731243.17,712540.38,569014.08
2019-01-14,788638.75,743519.74,726061.72,599061.03
2019-01-28,810016.40,761467.73,753514.17,579342.72
2019-02-11,840279.59,778157.22,782552.72,584037.56
2019-02-25,902827.40,868287.24,882667.90,662910.80
2019-03-11,922687.98,887554.02,882779.49,681690.14
2019-03-25,969814.64,892256.80,885825.61,909859.15
2019-04-08,1034253.26,951421.06,960236.41,875117.37
2019-04-22,988906.24,942692.78,952753.35,863849.77
2019-05-06,910068.48,852213.47,872049.26,700469.48
2019-05-20,802963.72,841699.03,856233.73,701408.45
2019-06-03,928558.89,847409.73,859599.29,708920.19
2019-06-17,939990.50,846688.78,864998.30,680751.17
2019-07-01,1031227.54,892805.55,931500.28,734272.30
2019-07-15,977951.51,862687.43,905081.94,740845.07
2019-07-29,981562.35,862341.94,912201.68,718309.86
2019-08-12,947952.54,825393.39,875478.15,657277.00
2019-08-26,948391.93,839635.60,891289.28,673239.44
2019-09-09,971484.18,886893.20,940289.56,707042.25
2019-09-23,952979.07,872918.05,920814.50,706103.29
2019-09-30,937370.88,851839.69,902795.78,679812.21
2019-10-21,957791.38,861934.63,918489.94,675117.37
2019-11-04,962314.77,872453.36,941513.92,678873.24
2019-11-18,932468.64,853015.76,924901.25,657277.00
2019-12-02,860247.00,843224.50,907891.51,643192.49
2019-12-16,956173.24,875063.14,943744.51,672300.47
