date,ts_code,name,shares,buy_price,buy_date,current_price,market_value,pnl_pct
20180129,000159.SZ,国际实业,8200,5.2278,20180115,5.42,44444.0,3.68
20180129,000978.SZ,桂林旅游,5200,8.1622,20180115,8.33,43316.0,2.06
20180129,600313.SH,农发种业,13700,3.1247,20180115,3.13,42881.0,0.17
20180129,603508.SH,思维列控,1100,37.7566,20180115,38.4,42240.0,1.7
20180129,000809.SZ,和展能源,11600,3.6955,20180115,3.63,42108.0,-1.77
20180129,600237.SH,铜峰电子,8200,5.2278,20180115,5.13,42066.0,-1.87
20180129,000737.SZ,北方铜业,9500,4.4967,20180115,0.0,0.0,-100.0
20180212,000737.SZ,北方铜业,9500,4.4967,20180115,4.22,40090.0,-6.15
20180212,603117.SH,万林物流,4200,8.8032,20180129,8.59,36078.0,-2.42
20180212,000428.SZ,华天酒店,8900,4.1262,20180129,3.62,32218.0,-12.27
20180212,600854.SH,春兰股份,7000,5.2879,20180129,4.6,32200.0,-13.01
20180212,603020.SH,爱普股份,3100,11.7376,20180129,10.34,32054.0,-11.91
20180212,000705.SZ,浙江震元,4400,8.3024,20180129,7.0,30800.0,-15.69
20180212,600237.SH,铜峰电子,7200,5.2278,20180115,4.19,30168.0,-19.85
20180212,600080.SH,金花股份,4300,8.5728,20180129,0.0,0.0,-100.0
20180226,000032.SZ,深桑达Ａ,6200,7.5413,20180212,8.0,49600.0,6.08
20180226,600573.SH,惠泉啤酒,6600,7.0506,20180212,7.46,49236.0,5.81
20180226,000153.SZ,丰原药业,6600,7.0506,20180212,7.44,49104.0,5.52
20180226,000705.SZ,浙江震元,6700,7.8589,20180129,7.32,49044.0,-6.86
20180226,603020.SH,爱普股份,4500,11.3076,20180129,10.64,47880.0,-5.9
20180226,600080.SH,金花股份,4300,8.5728,20180129,8.47,36421.0,-1.2
20180312,600716.SH,凤凰股份,6700,4.2163,20180226,4.95,33165.0,17.4
20180312,603020.SH,爱普股份,2600,11.3076,20180129,11.66,30316.0,3.12
20180312,600425.SH,青松建化,8100,3.4752,20180226,3.69,29889.0,6.18
20180312,600573.SH,惠泉啤酒,3700,7.0506,20180212,8.06,29822.0,14.32
20180312,000700.SZ,模塑科技,5700,4.8773,20180226,5.18,29526.0,6.21
20180312,600819.SH,耀皮玻璃,5800,4.8573,20180226,5.08,29464.0,4.59
