date,model_a_score,model_b_score,small_cap,industry_momentum,market_state
2018-01-29,-0.14234991,-0.14604106,-0.14753112,-0.11732237,-0.04425934
2018-02-12,-0.07586271,-0.08074007,-0.08154196,-0.05513789,-0.02446259
2018-02-26,0.16706845,0.19500474,0.19705981,0.14920243,0.05911794
2018-03-12,0.05001410,0.05208336,0.05256158,0.03832053,0.02628079
2018-03-26,-0.05932885,-0.06001785,-0.06045342,-0.04980210,-0.01813602
2018-04-09,0.02567771,0.02673555,0.02700083,0.01508614,0.02160066
2018-04-23,-0.04778865,-0.05143120,-0.05196180,-0.04354894,-0.01558854
2018-05-07,0.03334615,0.03491789,0.03512142,0.02490431,0.01756071
2018-05-21,0.01658358,0.01754302,0.01772245,0.01290171,0.00886122
2018-06-04,-0.06487256,-0.06643025,-0.06697207,-0.04815610,-0.02009162
2018-06-15,-0.06417840,-0.07746574,-0.06695007,-0.06062701,-0.02343252
2018-07-02,-0.05903064,-0.06313435,-0.02722572,-0.03509093,-0.01905801
2018-07-16,-0.01308412,-0.01494691,-0.00754044,-0.00810332,-0.00755208
2018-07-30,0.02483797,0.02978539,0.02503972,0.02220101,0.01502566
2018-08-13,-0.01263683,-0.01322504,-0.00333072,-0.00839626,-0.00666395
2018-08-27,-0.00513320,-0.00570059,-0.00287312,-0.00389655,-0.00288167
2018-09-10,-0.04667289,-0.05006944,-0.01442670,-0.04135655,-0.01514804
2018-09-21,0.03452321,0.03790774,0.01911521,0.02863281,0.01915130
2018-10-08,-0.02375758,-0.02494045,-0.00000000,-0.02117579,-0.00753715
2018-10-22,0.03060684,0.03841799,0.01107080,0.02896859,0.01162434
2018-11-05,-0.01254233,-0.01439201,-0.00000000,-0.01185611,-0.00723437
2018-11-19,-0.00769172,-0.00898478,-0.00000000,-0.00807394,-0.00452744
2018-12-03,-0.02344333,-0.02544433,-0.01166725,-0.01996663,-0.02066426
2018-12-17,-0.02179048,-0.02490101,-0.01157366,-0.01831688,-0.02015387
2018-12-28,-0.04123166,-0.04388733,-0.02660519,-0.03400561,-0.03551090
2019-01-14,0.03322158,0.03421738,0.00866828,0.02722296,0.01725611
2019-01-28,0.01756921,0.01828250,0.00154325,0.01544642,0.00923504
2019-02-11,0.02079140,0.02240399,0.00378943,0.01731756,0.01133752
2019-02-25,0.07918439,0.08439420,0.01349690,0.05658837,0.08536934
2019-03-11,0.00220471,0.00248025,0.00070703,0.00141755,0.00251587
2019-03-25,0.03754785,0.03907962,0.01270252,0.01900658,0.03958976
