date,model_a_score,model_b_score,small_cap,industry_momentum
2018-01-29,-0.03689198,-0.03688484,-0.03749210,-0.01980027
2018-02-12,-0.10866007,-0.10825531,-0.11043089,-0.05568358
2018-02-26,0.04669168,0.04637887,0.04752016,0.02527127
2018-03-12,0.11998163,0.12039164,0.12236207,0.07608531
2018-03-26,-0.05333987,-0.05334354,-0.05412957,-0.03295277
2018-04-09,-0.01389467,-0.01385259,-0.01414288,-0.00822823
2018-04-23,-0.07240285,-0.07201169,-0.07347932,-0.04634297
2018-05-07,0.02774435,0.02778052,0.02811893,0.01399833
2018-05-21,0.02593643,0.02577149,0.02624357,0.01487477
2018-06-04,-0.10337466,-0.10290710,-0.10439726,-0.05483620
2018-06-15,0.01834707,0.01838016,0.01807852,0.01010537
2018-07-02,-0.05562676,-0.05548567,-0.05271732,-0.03102337
2018-07-16,-0.00797549,-0.00791184,-0.00784645,-0.00408132
2018-07-30,0.09420698,0.09408311,0.09605672,0.05323364
2018-08-13,-0.01451665,-0.01440154,-0.01114634,-0.00834738
2018-08-27,-0.01065276,-0.01060241,-0.00907993,-0.00535752
2018-09-10,-0.04831010,-0.04833204,-0.03147011,-0.02871006
2018-09-21,0.03247424,0.03227192,0.02290280,0.01994065
2018-10-08,-0.02670932,-0.02657265,-0.01312443,-0.01637287
2018-10-22,-0.03963492,-0.03952856,-0.02477531,-0.02275804
2018-11-05,0.02579882,0.02568642,0.00955461,0.01970022
2018-11-19,0.02443016,0.02433297,0.01415348,0.02039616
2018-12-03,-0.03245239,-0.03247572,-0.02713715,-0.02241451
2018-12-17,-0.03302582,-0.03294322,-0.02987517,-0.02205111
2018-12-28,-0.05146970,-0.05169821,-0.03864761,-0.03364177
2019-01-14,0.05071326,0.05087203,0.02491114,0.03888322
2019-01-28,0.01374721,0.01372620,0.00386674,0.01010010
2019-02-11,0.02187243,0.02167991,0.01336586,0.01500029
2019-02-25,0.09020750,0.09004171,0.03043747,0.06089706
2019-03-11,0.01941271,0.01933200,0.01276839,0.01154506
2019-03-25,0.03629089,0.03596972,0.02298108,0.02271046
2019-04-08,0.09325332,0.09281300,0.05493364,0.05238416
2019-04-22,-0.02606871,-0.02602482,-0.01190728,-0.01387995
2019-05-06,-0.07984911,-0.07979777,-0.03003083,-0.05200932
2019-05-20,-0.01926494,-0.01929899,-0.00378981,-0.01284670
2019-06-03,0.04435742,0.04456701,0.00350343,0.02864205
2019-06-17,0.00024511,0.00024589,0.00006668,0.00016302
2019-07-01,0.06994844,0.07011699,0.01368249,0.04953807
2019-07-15,-0.01960175,-0.01955463,-0.00548053,-0.01452687
2019-07-29,-0.00721852,-0.00717574,-0.00232501,-0.00473745
2019-08-12,-0.04705974,-0.04690891,-0.01873020,-0.02412319
2019-08-26,0.01933685,0.01929805,0.00631241,0.01341883
2019-09-09,0.04381043,0.04372801,0.00684592,0.03186570
2019-09-23,-0.01983165,-0.01971040,-0.00683785,-0.01439093
2019-09-30,-0.01201382,-0.01188858,-0.00321442,-0.00913262
2019-10-21,0.02400895,0.02389437,0.00367008,0.01848172
2019-11-04,0.01721743,0.01725900,0.00131487,0.01326649
2019-11-18,-0.00885054,-0.00885262,-0.00067165,-0.00686579
2019-12-02,-0.03815054,-0.03825461,-0.00580892,-0.02973581
2019-12-16,0.04491979,0.04507040,0.00173392,0.03117619
2019-12-30,0.02403498,0.02412615,0.00185018,0.01727562
2020-01-13,0.02188080,0.02175448,0.00083345,0.01496512
2020-01-23,-0.03435221,-0.03437497,-0.00000000,-0.02116087
2020-02-10,-0.02712506,-0.02712065,-0.00106840,-0.01443285
2020-02-24,0.01266055,0.01268009,0.00000000,0.00740397
2020-03-09,-0.01416737,-0.01413081,-0.00000000,-0.00838975
2020-03-23,-0.08476132,-0.08466410,-0.00000000,-0.05019884
2020-04-03,0.06151200,0.06167935,0.00000000,0.03261325
2020-04-20,0.03076643,0.03070345,0.00000000,0.01800315
2020-04-30,0.01108332,0.01107296,0.00045383,0.00656614
2020-05-18,0.01052145,0.01052737,0.00000000,0.00649252
2020-06-01,-0.00506177,-0.00508398,-0.00020429,-0.00342700
2020-06-15,-0.00887175,-0.00888229,-0.00069307,-0.00546056
2020-06-29,0.02265357,0.02281627,0.00268823,0.01450643
2020-07-13,0.07739274,0.07686101,0.00586898,0.05362910
2020-07-27,-0.01293547,-0.01293785,-0.00196817,-0.00949964
2020-08-10,0.04224449,0.04224001,0.00156640,0.03037837
2020-08-24,0.00636069,0.00637385,0.00000000,0.00474504
2020-09-07,-0.02535051,-0.02527707,-0.00101920,-0.01944981
2020-09-21,-0.00267856,-0.00267372,-0.00000000,-0.00201744
2020-09-30,-0.00833261,-0.00836888,-0.00095656,-0.00652928
2020-10-19,0.01835749,0.01842183,0.00145337,0.01426883
2020-11-02,0.00196315,0.00195797,0.00008721,0.00139829
2020-11-16,0.02286704,0.02305349,0.00353923,0.01842553
2020-11-30,-0.01760730,-0.01758141,-0.00492406,-0.01345519
2020-12-14,0.02429346,0.02432114,0.00465149,0.01853247
2020-12-28,0.00211581,0.00213037,0.00058326,0.00157783
2021-01-11,0.02732007,0.02731901,0.01523060,0.02103216
2021-01-25,0.02801371,0.02803554,0.01273875,0.02379524
2021-02-08,-0.01528495,-0.01517109,-0.01202404,-0.01222190
2021-02-22,0.07989727,0.07885333,0.06492014,0.05911680
2021-03-08,-0.01269918,-0.01271386,-0.00469452,-0.00931374
2021-03-22,-0.00854631,-0.00855197,-0.00317003,-0.00588535
