date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-31,299523.32,300000.00,300000.00,300000.00
2018-02-28,272282.02,280916.17,282301.47,287943.93
2018-03-30,275938.68,273115.33,273521.29,273644.86
2018-04-27,269682.39,265646.00,263585.05,257102.80
2018-05-31,265681.74,266787.29,266777.32,261308.41
2018-06-29,243996.79,245408.31,246333.10,220654.21
2018-07-31,263315.88,247906.23,246801.23,218691.59
2018-08-31,253188.22,234879.09,233951.08,208037.38
2018-09-28,252301.04,243161.60,241273.14,198504.67
2018-10-31,232916.33,224324.14,221274.43,164859.81
2018-11-30,269198.46,223066.19,222598.12,190654.21
2018-12-28,252170.03,214939.58,211229.54,169906.54
2019-01-31,262607.77,222754.62,224628.79,167383.18
2019-02-28,303148.31,253469.80,257445.56,199065.42
2019-03-29,329443.69,266380.86,271686.13,248971.96
2019-04-30,325029.29,265310.51,274553.59,232429.91
2019-05-31,306392.48,249827.77,254668.53,210280.37
2019-06-28,320190.91,256738.38,268405.85,214205.61
2019-07-31,316611.78,252741.70,269091.43,212523.36
2019-08-30,311194.17,248753.92,266581.60,199345.79
2019-09-30,306740.43,250387.38,267629.93,202990.65
2019-10-31,310743.81,252444.38,272697.20,200186.92
2019-11-29,312062.93,247525.32,268622.17,192616.82
2019-12-31,327339.63,262878.77,287419.03,209439.25
2020-01-23,317147.33,256535.81,280916.48,193738.32
2020-02-28,304021.97,248242.60,276436.55,178878.50
2020-03-31,292477.45,237037.73,258623.19,169345.79
2020-04-30,304087.13,246499.78,274509.12,165981.31
2020-05-29,303545.02,245833.47,271313.02,169626.17
2020-06-30,311050.09,257237.89,292146.57,180841.12
2020-07-31,333294.34,285277.07,329407.69,202429.91
2020-08-31,341086.16,292660.73,337908.99,201869.16
2020-09-30,328877.88,277351.86,321854.82,185887.85
2020-10-30,335095.50,277910.38,329427.86,184205.61
2020-11-30,352617.27,292322.67,348014.70,203271.03
2020-12-31,367720.65,299330.84,365627.60,201028.04
2021-01-29,381790.26,300192.70,375497.53,185046.73
2021-02-26,373696.53,302434.50,374430.83,185607.48
2021-03-31,354574.70,296645.47,354196.47,200186.92
2021-04-30,350108.12,297071.65,359467.53,189532.71
2021-05-31,365515.10,311604.45,374066.61,190373.83
2021-06-30,379941.84,309511.83,366522.33,186728.97
2021-07-30,375116.84,292805.52,337554.98,176915.89
2021-08-31,400365.16,305438.94,337164.91,187009.35
2021-09-30,395925.32,307526.94,341428.77,185607.48
2021-10-29,411036.89,305731.62,344402.70,177757.01
2021-11-30,422668.43,307158.10,339018.28,209439.25
2021-12-31,420920.91,313698.62,346620.00,210841.12
2022-01-28,386388.67,289709.90,320197.40,199626.17
2022-02-28,407817.34,298403.23,321451.44,214485.98
2022-03-31,385003.45,280295.19,296260.31,215887.85
2022-04-29,338976.95,262614.90,281782.24,192336.45
2022-05-31,362854.92,274626.22,287063.70,235794.39
2022-06-30,374787.51,292914.00,314671.46,221495.33
2022-07-29,373733.68,280384.42,292577.23,224299.07
2022-08-31,368288.10,275980.27,286174.25,225981.31
2022-09-30,346479.44,260660.90,266953.38,198504.67
2022-10-31,357499.05,249378.46,246173.05,203271.03
2022-11-30,385810.30,271601.79,270331.70,213925.23
2022-12-30,369148.47,266251.57,271636.50,202429.91
2023-01-31,392041.12,280593.94,291648.02,215887.85
2023-02-28,403926.99,282656.90,285516.03,208598.13
2023-03-31,395005.13,282075.57,284215.75,202149.53
2023-04-28,393205.30,286420.60,282683.44,211401.87
2023-05-31,399821.91,276189.41,266508.43,211121.50
2023-06-30,407976.74,275973.76,269589.06,218130.84
2023-07-31,432258.59,283642.40,281669.22,227663.55
2023-08-31,418737.14,268890.47,264173.79,204392.52
2023-09-28,420629.30,268080.22,258859.08,206915.89
2023-10-31,416919.53,260176.54,250649.46,196822.43
2023-11-30,430319.95,261116.15,245296.00,203271.03
2023-12-29,426955.77,256398.49,240729.04,201028.04
2024-01-31,365329.77,240334.53,225591.30,177196.26
2024-02-29,369082.60,259866.32,246690.78,179158.88
2024-03-29,386428.39,262106.79,248192.34,180560.75
2024-04-30,382270.62,267593.20,252886.79,180560.75
2024-05-31,373276.26,266040.89,251169.99,177476.64
2024-06-28,339571.38,255749.34,242872.25,158411.21
2024-07-31,359903.10,253279.80,241499.02,163738.32
2024-08-30,355558.51,244959.80,233033.98,156448.60
2024-09-30,423416.01,287560.22,281895.45,181121.50
2024-10-31,460314.69,282675.79,272998.03,183925.23
2024-11-29,508481.86,286694.76,274790.18,187289.72
2024-12-31,465002.49,288875.91,276076.07,200747.66
2025-01-27,464232.47,280157.11,267808.98,201308.41
2025-02-28,470136.89,286215.71,272928.50,194859.81
2025-03-31,474038.70,287495.48,272736.05,211962.62
2025-04-30,479612.72,282607.44,264545.83,207196.26
2025-05-30,497243.62,288507.40,269433.35,223457.94
2025-06-30,502846.17,296862.15,276158.03,225700.93
2025-07-31,522034.82,307961.44,285946.29,232710.28
2025-08-29,535550.65,332500.32,315495.73,248130.84
2025-09-30,519768.67,334642.05,325594.26,229906.54
2025-10-31,531131.91,340848.55,325592.45,292990.65
2025-11-28,527714.29,335143.55,317593.71,303084.11
2025-12-31,521478.60,342059.47,324839.75,366448.60
