date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,998352.53,1000000.00,1000000.00,1000000.00
2018-01-29,851064.46,1032990.14,1018171.47,1001877.93
2018-02-12,781667.00,924831.05,920682.67,859154.93
2018-02-26,935702.15,976274.80,974718.43,969953.05
2018-03-12,984884.13,975431.96,976907.08,1000000.00
2018-03-26,925344.52,918848.45,918265.86,866666.67
2018-04-09,950329.59,920188.96,911884.26,966197.18
2018-04-23,900948.75,899581.47,891387.55,868544.60
2018-05-07,932591.35,919705.51,907448.65,877934.27
2018-05-21,949119.15,942340.28,928052.08,899530.52
2018-06-04,885554.68,906377.83,901150.88,869483.57
2018-06-15,816385.41,886061.06,888336.38,821596.24
2018-07-02,764523.15,813829.82,806572.97,727699.53
2018-07-16,752975.67,825114.07,821748.94,712676.06
2018-07-30,775603.58,841243.05,831924.34,733333.33
2018-08-13,765266.41,816854.31,802402.86,748356.81
2018-08-27,760855.92,815396.17,806243.92,706103.29
2018-09-10,722437.67,782727.97,764469.86,663849.77
2018-09-21,750108.91,820259.34,807169.81,675117.37
2018-10-08,731263.31,796516.58,778866.84,647887.32
2018-10-22,759598.15,778444.62,773985.32,563380.28
2018-11-05,748607.72,781539.31,772224.92,577464.79
2018-11-19,741829.16,792705.16,779743.55,637558.69
2018-12-03,722667.47,778421.69,771778.82,652582.16
2018-12-17,704461.79,761760.06,748169.84,607511.74
2018-12-28,673191.70,731243.17,712540.38,569014.08
2019-01-14,696425.04,743519.74,726061.72,599061.03
2019-01-28,709288.06,761467.73,753514.17,579342.72
2019-02-11,725371.20,778157.22,782552.72,584037.56
2019-02-25,787295.66,868287.24,882667.90,662910.80
2019-03-11,789276.39,887554.02,882779.49,681690.14
2019-03-25,820523.65,892256.80,885825.61,909859.15
2019-04-08,908348.91,951421.06,960236.41,875117.37
2019-04-22,876834.25,942692.78,952753.35,863849.77
2019-05-06,808051.52,852213.47,872049.26,700469.48
2019-05-20,791858.93,841699.03,856233.73,701408.45
2019-06-03,817163.68,847409.73,859599.29,708920.19
2019-06-17,836981.78,846688.78,864998.30,680751.17
2019-07-01,926196.44,892805.55,931500.28,734272.30
2019-07-15,912603.43,862687.43,905081.94,740845.07
2019-07-29,903387.72,862341.94,912201.68,718309.86
2019-08-12,862704.93,825393.39,875478.15,657277.00
2019-08-26,887851.31,839635.60,891289.28,673239.44
2019-09-09,919617.59,886893.20,940289.56,707042.25
2019-09-23,902390.41,872918.05,920814.50,706103.29
2019-09-30,895732.38,851839.69,902795.78,679812.21
2019-10-21,916599.98,861934.63,918489.94,675117.37
2019-11-04,935719.19,872453.36,941513.92,678873.24
2019-11-18,931143.79,853015.76,924901.25,657277.00
2019-12-02,891285.32,843224.50,907891.51,643192.49
2019-12-16,930127.86,875063.14,943744.51,672300.47
2019-12-30,945139.76,891374.99,966012.36,696713.62
2020-01-13,979792.27,913525.99,994970.46,708920.19
2020-01-23,947757.87,872757.19,947615.27,648826.29
2020-02-10,938586.25,847529.04,926812.64,599061.03
2020-02-24,964190.37,888797.47,978131.30,625352.11
2020-03-09,949554.67,863011.55,946013.28,633802.82
2020-03-23,850561.66,779996.07,835528.01,564319.25
2020-04-03,904792.65,810437.46,878818.46,563380.28
2020-04-20,939474.59,836406.00,912008.72,569014.08
2020-04-30,947757.79,838613.72,926001.33,555868.54
2020-05-18,977412.15,843110.26,928447.22,550234.74
2020-06-01,999730.01,854842.75,939908.94,625352.11
2020-06-15,965667.87,847394.99,936038.89,604694.84
2020-06-29,1014785.38,868355.56,972658.85,587793.43
2020-07-13,1114775.36,1009616.83,1148564.82,834741.78
2020-07-27,1067163.98,939814.66,1071761.78,661971.83
2020-08-10,1089298.90,990841.25,1118249.02,693896.71
2020-08-24,1113231.42,992713.68,1125581.01,690140.85
2020-09-07,1094197.35,965430.90,1105113.19,660093.90
2020-09-21,1093615.07,972569.00,1110334.30,660093.90
2020-09-30,1091479.73,943575.20,1085712.54,622535.21
2020-10-19,1123915.81,971317.57,1125495.52,637558.69
2020-11-02,1134118.09,945647.49,1117293.24,607511.74
2020-11-16,1183579.62,981375.39,1160684.93,656338.03
2020-11-30,1146295.32,994507.21,1173957.63,680751.17
2020-12-14,1205412.88,987870.33,1167942.18,651643.19
2020-12-28,1236167.36,996128.77,1198610.15,637558.69
2021-01-11,1383520.75,1035481.61,1287775.18,625352.11
2021-01-25,1436911.31,1062674.28,1331504.04,621596.24
2021-02-08,1410309.32,1035759.84,1316981.45,591549.30
2021-02-22,1317508.42,1068012.76,1324737.44,630985.92
2021-03-08,1164359.24,1003203.62,1202304.59,634741.78
2021-03-22,1125879.02,1009661.67,1196891.26,677934.27
2021-04-02,1165350.87,1021669.68,1221601.08,663849.77
2021-04-19,1136639.06,1019662.96,1203959.38,665727.70
2021-04-30,1180096.78,1010663.63,1212591.44,634741.78
2021-05-17,1179372.57,1031411.22,1227145.95,650704.23
2021-05-31,1170811.45,1060105.50,1261838.50,637558.69
2021-06-11,1152048.60,1052561.36,1236546.06,629107.98
2021-06-28,1184356.12,1057435.77,1242949.81,630985.92
2021-07-12,1155532.61,1040272.24,1214773.52,615962.44
2021-07-26,1105439.34,1016699.28,1165685.22,603755.87
2021-08-09,1139704.84,1024672.89,1179948.01,600938.97
2021-08-23,1169736.08,1019540.87,1144521.73,614084.51
2021-09-06,1201602.53,1061976.79,1167679.71,643192.49
2021-09-17,1190679.49,1059662.46,1149269.87,649765.26
2021-09-30,1172040.70,1046233.44,1151741.30,621596.24
2021-10-18,1189069.35,1046224.97,1153727.62,615962.44
2021-11-01,1202016.71,1039288.01,1157493.04,597183.10
2021-11-15,1189503.93,1036010.80,1155526.91,660093.90
2021-11-29,1205727.49,1044629.56,1148200.77,705164.32
2021-12-13,1253655.88,1079341.66,1203198.29,681690.14
2021-12-27,1246804.25,1060251.17,1164271.05,717370.89
2022-01-10,1235675.31,1053666.95,1146454.62,729577.46
2022-01-24,1247147.15,1033313.94,1132891.50,669483.57
2022-02-07,1202626.06,1005598.23,1096763.89,703286.38
2022-02-21,1252198.11,1023493.44,1096816.95,717370.89
2022-03-07,1230791.74,988965.51,1030184.85,738967.14
2022-03-21,1211528.79,954023.44,1007930.11,681690.14
2022-04-01,1157259.21,962535.69,1012051.08,764319.25
2022-04-18,1117998.26,936969.67,986070.64,775586.85
2022-04-29,1028606.72,893438.78,950535.75,644131.46
2022-05-16,1093228.93,901263.58,936405.61,719248.83
2022-05-30,1100614.63,923346.02,953559.70,776525.82
2022-06-13,1111233.92,954570.40,991506.61,749295.77
2022-06-27,973228.71,990821.55,1051837.21,744600.94
2022-07-11,1049652.00,971586.41,1030620.14,733333.33
2022-07-25,1022166.56,953056.52,997019.06,759624.41
2022-08-08,1037063.94,949111.54,981737.20,776525.82
2022-08-22,1096410.62,961092.40,989623.59,805633.80
2022-09-05,1090519.53,938256.23,950342.95,787793.43
