date,model_a_score,model_b_score,small_cap,industry_momentum
2018-02-28,-0.08964694,-0.08942796,-0.09094884,-0.04657734
2018-03-30,0.01322658,0.01322437,0.01342968,0.00708025
2018-04-27,-0.02234987,-0.02237290,-0.02267275,-0.01231052
2018-05-31,-0.01463537,-0.01463916,-0.01483467,-0.00853723
2018-06-29,-0.08047393,-0.08021752,-0.08162002,-0.04613576
2018-07-31,0.07781791,0.07797226,0.07917764,0.04000411
2018-08-31,-0.03776848,-0.03783566,-0.03846202,-0.01964879
2018-09-28,-0.00344645,-0.00343504,-0.00350403,-0.00151899
2018-10-31,-0.07536071,-0.07543652,-0.07683167,-0.04094120
2018-11-30,0.15343843,0.15297437,0.15577323,0.08203161
2018-12-28,-0.06162050,-0.06220794,-0.04628237,-0.04393576
2019-01-31,0.06253284,0.06252462,0.05417436,0.04491814
2019-02-28,0.17197679,0.17298269,0.11532441,0.11444622
2019-03-29,0.11594523,0.11555476,0.09609298,0.06688766
2019-04-30,-0.00805949,-0.00808647,-0.00406745,-0.00576104
2019-05-31,-0.05355110,-0.05420625,-0.02035980,-0.03344397
2019-06-28,0.00267781,0.00267664,0.00110097,0.00175781
2019-07-31,0.01897304,0.01908482,0.00793364,0.01285956
2019-08-30,-0.02122004,-0.02121480,-0.00585635,-0.01520891
2019-09-30,-0.01135635,-0.01137900,-0.00406077,-0.00814746
2019-10-31,0.00644490,0.00648952,0.00186924,0.00507612
2019-11-29,-0.00252427,-0.00253088,-0.00031786,-0.00216131
2019-12-31,0.04669466,0.04655448,0.00000000,0.03105523
2020-01-23,-0.03003702,-0.02994325,-0.00000000,-0.01659190
2020-02-28,-0.03939369,-0.03932810,-0.00000000,-0.02193562
2020-03-31,-0.03833710,-0.03845210,-0.00000000,-0.02010368
2020-04-30,0.03751302,0.03773556,0.00000000,0.02194354
2020-05-29,-0.00197445,-0.00198649,-0.00000000,-0.00114805
2020-06-30,0.02346922,0.02346922,0.00000000,0.01596756
2020-07-31,0.06695336,0.06693716,0.00000000,0.04763695
2020-08-31,0.03286283,0.03285767,0.00000000,0.02719737
2020-09-30,-0.02948865,-0.02953740,-0.00000000,-0.02400754
2020-10-30,0.01657846,0.01664285,0.00000000,0.01256897
2020-11-30,0.05023867,0.05029057,0.00000000,0.03776265
2020-12-31,0.04140489,0.04154262,0.00329539,0.03060786
2021-01-29,0.05584122,0.05624390,0.00648893,0.04518273
2021-02-26,-0.00083970,-0.00084227,-0.00009988,-0.00060381
2021-03-31,-0.05179977,-0.05177749,-0.00191256,-0.03540399
2021-04-30,-0.00375547,-0.00377903,-0.00324931,-0.00201309
2021-05-31,0.04417601,0.04527646,0.03290307,0.02987674
2021-06-30,0.02955544,0.02963108,0.02083034,0.01779997
2021-07-30,-0.00958091,-0.00972199,-0.00721308,-0.00577445
2021-08-31,0.07287185,0.07319595,0.01168579,0.04341050
2021-09-30,-0.00191523,-0.00191204,-0.00044751,-0.00157521
2021-10-29,0.03477689,0.03488884,0.00832851,0.02093578
2021-11-30,0.02763262,0.02751989,0.00210569,0.02059656
2021-12-31,0.00509670,0.00511147,0.00317201,0.00422910
2022-01-28,-0.07428236,-0.07435489,-0.05826937,-0.05018476
2022-02-28,0.06087418,0.06139290,0.03829739,0.03475828
2022-03-31,-0.06326026,-0.06392265,-0.04695813,-0.02730833
2022-04-29,-0.13002002,-0.13125273,-0.08579678,-0.07383319
2022-05-31,0.10209019,0.10238763,0.03697517,0.07604198
2022-06-30,0.03481177,0.03492029,0.01297360,0.02397360
2022-07-29,-0.00453820,-0.00458441,-0.00298982,-0.00332755
2022-08-31,-0.00861623,-0.00866289,-0.00878515,-0.00564756
2022-09-30,-0.05774855,-0.05828851,-0.05909854,-0.03773581
2022-10-31,0.03510547,0.03525683,0.03570995,0.02661575
2022-11-30,0.07812563,0.07869838,0.07995753,0.05403691
2022-12-30,-0.04232194,-0.04248151,-0.04297289,-0.02698514
2023-01-31,0.06120630,0.06180474,0.06261282,0.04372248
2023-02-28,0.02991405,0.02993596,0.03035344,0.02032439
2023-03-31,-0.02200219,-0.02204966,-0.02233814,-0.01307293
2023-04-28,-0.00422893,-0.00423970,-0.00427589,-0.00195427
2023-05-31,0.01640558,0.01648995,0.01668090,0.00923955
2023-06-30,0.02038901,0.02054459,0.02072426,0.01100042
2023-07-31,0.05857771,0.05881685,0.05956383,0.04036227
2023-08-31,-0.03116926,-0.03140131,-0.03172568,-0.01593041
2023-09-28,0.00462622,0.00464115,0.00468727,0.00264377
2023-10-31,-0.00890048,-0.00891111,-0.00901216,-0.00583066
2023-11-30,0.03421249,0.03429291,0.03473728,0.02484302
2023-12-29,-0.00776189,-0.00776653,-0.00787677,-0.00581102
2024-01-31,-0.14488588,-0.14506679,-0.14720639,-0.10176376
2024-02-29,0.00919505,0.00920419,0.00934543,0.00601979
2024-03-29,0.04632804,0.04666817,0.04727375,0.02937765
2024-04-30,-0.01026257,-0.01026593,-0.01040095,-0.00646771
2024-05-31,-0.02317512,-0.02322164,-0.02353762,-0.01528593
2024-06-28,-0.08952347,-0.08976396,-0.09094107,-0.05690680
2024-07-31,0.05793283,0.05814395,0.05882963,0.03258049
2024-08-30,-0.01154305,-0.01155941,-0.01168502,-0.00681333
2024-09-30,0.18774892,0.18953708,0.19148778,0.11986601
2024-10-31,0.08533374,0.08563873,0.08659843,0.04942553
2024-11-29,0.10286397,0.10308319,0.10465659,0.06632239
2024-12-31,-0.08472606,-0.08475213,-0.08574508,-0.04276170
2025-01-27,-0.00231848,-0.00231481,-0.00234241,-0.00123980
2025-02-28,0.01362907,0.01365911,0.01378641,0.00722413
2025-03-31,0.00818019,0.00822462,0.00830948,0.00492982
2025-04-30,0.01143870,0.01153173,0.00985869,0.00646600
2025-05-30,0.03667098,0.03678714,0.03597828,0.02378613
2025-06-30,0.03340943,0.03381634,0.03281155,0.01773590
2025-07-31,0.04545357,0.04573802,0.04460222,0.02916705
2025-08-29,0.02661813,0.02683680,0.02620894,0.01364571
2025-09-30,-0.02841005,-0.02849387,-0.02770424,-0.01642022
2025-10-31,0.02827794,0.02830714,0.02750521,0.01625094
2025-11-28,-0.00626722,-0.00629147,-0.00438704,-0.00424973
2025-12-31,-0.01590203,-0.01598630,-0.01549564,-0.00906789
