date,model_a_score,model_b_score,small_cap,industry_momentum,market_state
2018-01-29,-0.11952424,-0.11937016,-0.12175351,-0.09682303,-0.03652605
2018-02-12,0.08652086,0.08568914,0.08719666,0.07058777,0.02615900
2018-02-26,0.08248507,0.08245698,0.08393492,0.07034546,0.02518048
2018-03-12,0.09435798,0.09314081,0.09527091,0.07857614,0.04763545
2018-03-26,-0.05256582,-0.05219354,-0.05284826,-0.03925871,-0.01585448
2018-04-09,0.03484821,0.03466681,0.03529898,0.01956761,0.02823919
2018-04-23,-0.03326406,-0.03315203,-0.03350633,-0.02122068,-0.01005190
2018-05-07,0.03633569,0.03627819,0.03670098,0.02268586,0.01835049
2018-05-21,0.02636486,0.02637870,0.02660073,0.01662451,0.01330037
2018-06-04,-0.04921431,-0.04923833,-0.04971691,-0.03551208,-0.01491507
2018-06-15,-0.08303490,-0.08335652,-0.04779944,-0.06612256,-0.02509471
2018-07-02,-0.03768222,-0.03741373,-0.03265409,-0.02993291,-0.01142893
2018-07-16,-0.00083947,-0.00083572,-0.00084621,-0.00050678,-0.00042311
2018-07-30,0.04557184,0.04540015,0.03451242,0.02953341,0.02301170
2018-08-13,-0.04522290,-0.04523975,-0.03042676,-0.03097410,-0.02286271
2018-08-27,-0.00309317,-0.00309109,-0.00183631,-0.00230656,-0.00157276
2018-09-10,-0.04549573,-0.04534342,-0.01305855,-0.03525808,-0.01371148
2018-09-21,0.03372026,0.03378510,0.01417140,0.02393075,0.01700847
2018-10-08,-0.02448470,-0.02432376,-0.00000000,-0.02247066,-0.00737318
2018-10-22,0.00300529,0.00300253,0.00216329,0.00199022,0.00090858
2018-11-05,0.03198751,0.03190697,0.00268473,0.02521738,0.01609885
2018-11-19,-0.00494443,-0.00491194,-0.00125240,-0.00385503,-0.00249552
2018-12-03,-0.02155616,-0.02153259,-0.01967945,-0.01303040,-0.01748661
2018-12-17,-0.03606382,-0.03569153,-0.03293552,-0.02051919,-0.02918445
2018-12-28,-0.04682882,-0.04675455,-0.03816661,-0.02914188,-0.03822022
2019-01-14,0.06382638,0.06377815,0.02693749,0.04984719,0.03237807
2019-01-28,0.03877044,0.03889635,0.00323108,0.02757323,0.01960974
2019-02-11,0.02624235,0.02603521,0.01102500,0.01969008,0.01322434
2019-02-25,0.11307860,0.11314968,0.04188973,0.07896228,0.11541665
2019-03-11,0.02823604,0.02816149,0.01752218,0.02061427,0.02883549
2019-03-25,0.04213060,0.04182053,0.03294251,0.02741321,0.04268621
2019-04-08,0.07652654,0.07610121,0.04124375,0.05393164,0.07779551
2019-04-22,-0.03432316,-0.03436271,-0.01401170,-0.02180106,-0.02792921
2019-05-06,-0.08713996,-0.08707881,-0.04057736,-0.06610437,-0.07067093
2019-05-20,-0.01403389,-0.01405373,-0.00202138,-0.01233042,-0.00424490
2019-06-03,0.02796662,0.02802482,0.00000000,0.02630006,0.00845359
2019-06-17,0.00253701,0.00253795,0.00000000,0.00231924,0.00076499
2019-07-01,0.12562488,0.12580357,0.00000000,0.11304689,0.06337376
2019-07-15,-0.01527378,-0.01529715,-0.00125793,-0.01377135,-0.00771504
2019-07-29,-0.01168332,-0.01166032,-0.00000000,-0.01046444,-0.00352545
2019-08-12,-0.05421295,-0.05402516,-0.00783244,-0.04516705,-0.01644812
2019-08-26,0.03701399,0.03680026,0.00623210,0.03216859,0.01867360
2019-09-09,0.03860319,0.03856089,0.00319455,0.03391078,0.01942457
2019-09-23,-0.02426232,-0.02418971,-0.00716653,-0.01856829,-0.01967038
2019-09-30,-0.01365902,-0.01364145,-0.00411455,-0.01014922,-0.01104978
2019-10-21,-0.00071018,-0.00070777,-0.00006849,-0.00056534,-0.00057446
2019-11-04,0.01819982,0.01810554,0.00179489,0.01391430,0.01473120
2019-11-18,0.00107986,0.00107515,0.00015557,0.00087636,0.00032669
2019-12-02,-0.02293495,-0.02291580,-0.00000000,-0.02055212,-0.00692398
2019-12-16,0.00357557,0.00359176,0.00000000,0.00299426,0.00180811
2019-12-30,0.02670465,0.02660941,0.00000000,0.01992347,0.02694612
2020-01-13,0.02038592,0.02032020,0.00077437,0.01297318,0.02065992
2020-01-23,-0.03958995,-0.03952298,-0.00000000,-0.02770186,-0.03202231
2020-02-10,-0.01807541,-0.01803747,-0.00351108,-0.01104945,-0.01463971
2020-02-24,0.02720800,0.02710033,0.00000000,0.01909524,0.02753414
2020-03-09,-0.02148241,-0.02138094,-0.00000000,-0.01575019,-0.01737999
2020-03-23,-0.08699365,-0.08704498,-0.00000000,-0.06399864,-0.07069262
2020-04-03,0.05631739,0.05661479,0.00000000,0.04265212,0.01711518
2020-04-20,0.03895607,0.03895311,0.00324851,0.03042157,0.01967298
2020-04-30,-0.00069606,-0.00068916,-0.00023422,-0.00050552,-0.00035133
2020-05-18,0.04766608,0.04765651,0.00399267,0.03765729,0.02404310
2020-06-01,-0.02152524,-0.02156102,-0.00181249,-0.01742796,-0.01085611
2020-06-15,-0.00302643,-0.00301747,-0.00000000,-0.00244768,-0.00244302
2020-06-29,0.04024694,0.03995424,0.00178140,0.03265061,0.03249096
2020-07-13,0.08793434,0.08738327,0.00000000,0.06232241,0.08888605
2020-07-27,-0.02370960,-0.02367359,-0.00000000,-0.01834853,-0.01913629
2020-08-10,0.02157088,0.02166195,0.00000000,0.01592707,0.01749602
2020-08-24,0.02417586,0.02412196,0.00000000,0.01976769,0.01952901
2020-09-07,-0.02502878,-0.02497819,-0.00000000,-0.02116138,-0.02023814
2020-09-21,0.00888254,0.00888657,0.00000000,0.00714830,0.00717870
2020-09-30,0.00004561,0.00004564,0.00001125,0.00003518,0.00003699
2020-10-19,0.02780713,0.02788445,0.00233771,0.02353299,0.01402629
2020-11-02,0.02154783,0.02159944,0.00310396,0.01852032,0.00651832
2020-11-16,0.05682461,0.05670780,0.00000000,0.05043175,0.02863659
2020-11-30,-0.04193041,-0.04174163,-0.00850676,-0.03241414,-0.03396515
2020-12-14,0.05301501,0.05259018,0.01341780,0.04004153,0.04307691
2020-12-28,0.02321676,0.02307070,0.01335946,0.01781261,0.00701372
2021-01-11,0.01046873,0.01043643,0.00755279,0.00795561,0.00317217
2021-01-25,0.02533467,0.02529816,0.01924053,0.02052577,0.01282843
2021-02-08,-0.01039697,-0.01034308,-0.01050121,-0.00880102,-0.00315036
2021-02-22,0.11717198,0.11673964,0.08901876,0.08664779,0.05930247
2021-03-08,-0.03362954,-0.03351806,-0.00567278,-0.02524389,-0.01701835
2021-03-22,0.00831978,0.00824637,0.00289292,0.00654568,0.00673411
2021-04-02,0.02208880,0.02168002,0.01376902,0.01648900,0.01792569
2021-04-19,0.01786986,0.01761234,0.00875429,0.01188792,0.01818949
2021-04-30,0.00647139,0.00638372,0.00560850,0.00386920,0.00526896
2021-05-17,0.02893058,0.02834113,0.02385755,0.01579348,0.02355484
2021-05-31,0.00516563,0.00504735,0.00422722,0.00287255,0.00525578
2021-06-11,0.00050304,0.00050041,0.00033786,0.00027467,0.00040968
2021-06-28,0.01253667,0.01245403,0.00964391,0.00778888,0.01021552
2021-07-12,-0.00440719,-0.00438572,-0.00448460,-0.00298912,-0.00358768
2021-07-26,-0.02103176,-0.02072186,-0.02033736,-0.01152209,-0.01708763
2021-08-09,0.01359332,0.01339787,0.01381974,0.00970117,0.01105579
2021-08-23,0.04586899,0.04550357,0.04663559,0.02795139,0.04663559
2021-09-06,0.02187947,0.02154967,0.00655044,0.01602889,0.01776409
2021-09-17,-0.00631108,-0.00625761,-0.00126092,-0.00414347,-0.00513324
2021-09-30,-0.00891116,-0.00882347,-0.00223867,-0.00664001,-0.00724045
2021-10-18,0.02882595,0.02824393,0.01036039,0.02129925,0.02338514
2021-11-01,-0.00721488,-0.00717352,-0.00606886,-0.00579238,-0.00363313
2021-11-15,0.02557646,0.02529765,0.01951106,0.01929427,0.01300737
2021-11-29,0.05894459,0.05867086,0.05051023,0.03551889,0.06038163
2021-12-13,0.03116781,0.03104899,0.02545506,0.02090596,0.02540077
2021-12-27,0.00536233,0.00537998,0.00495370,0.00393953,0.00437306
2022-01-10,0.00919695,0.00916478,0.00710889,0.00677514,0.00751760
2022-01-24,-0.03741443,-0.03713205,-0.03614140,-0.02737145,-0.03035244
2022-02-07,-0.01398077,-0.01394337,-0.01358964,-0.00778739,-0.01139370
2022-02-21,0.02474812,0.02471153,0.02537711,0.01581164,0.01268855
2022-03-07,-0.00172634,-0.00170565,-0.00161519,-0.00094962,-0.00088047
2022-03-21,-0.04786284,-0.04758834,-0.03467043,-0.02426930,-0.01456158
2022-04-01,-0.00529852,-0.00522823,-0.00492333,-0.00250050,-0.00268691
2022-04-18,-0.04793759,-0.04750340,-0.04863977,-0.02547797,-0.01459193
2022-04-29,-0.12246952,-0.12084351,-0.10568247,-0.06575798,-0.03698887
2022-05-16,0.04824027,0.04818565,0.04520717,0.03246697,0.02465846
2022-05-30,0.04282764,0.04301117,0.02920138,0.03103554,0.02191262
2022-06-13,0.04422697,0.04455711,0.02630314,0.02981022,0.02254555
2022-06-27,-0.08775459,-0.08799577,-0.05092946,-0.04701626,-0.08963841
2022-07-11,0.10949331,0.10968215,0.05580867,0.07033872,0.08936524
2022-07-25,0.01720254,0.01711163,0.00711596,0.01270918,0.01398221
2022-08-08,0.01189155,0.01182433,0.01148657,0.00801260,0.00965113
2022-08-22,0.06523552,0.06534687,0.06617190,0.03996578,0.05293752
2022-09-05,-0.00104864,-0.00105331,-0.00107108,-0.00072854,-0.00085686
