date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,299617.91,300000.00,300000.00,300000.00
2018-01-29,278018.13,309897.04,305451.44,300563.38
2018-02-12,267001.02,277449.32,276204.80,257746.48
2018-02-26,279767.55,292882.44,292415.53,290985.92
2018-03-12,299147.73,292629.59,293072.12,300000.00
2018-03-26,286379.60,275654.54,275479.76,260000.00
2018-04-09,295257.65,276056.69,273565.28,289859.15
2018-04-23,285290.90,269874.44,267416.26,260563.38
2018-05-07,300309.66,275911.65,272234.60,263380.28
2018-05-21,307692.99,282702.08,278415.62,269859.15
2018-06-04,283662.68,271913.35,270345.26,260845.07
2018-06-15,268880.04,265818.32,266500.92,246478.87
2018-07-02,262147.03,244148.95,241971.89,218309.86
2018-07-16,270773.64,247534.22,246524.68,213802.82
2018-07-30,281478.85,252372.92,249577.30,220000.00
2018-08-13,276758.64,245056.29,240720.86,224507.04
2018-08-27,276129.89,244618.85,241873.18,211830.99
2018-09-10,256578.20,234818.39,229340.96,199154.93
2018-09-21,263442.95,246077.80,242150.94,202535.21
2018-10-08,257822.83,238954.97,233660.05,194366.20
2018-10-22,253144.92,233533.39,232195.60,169014.08
2018-11-05,267565.87,234461.79,231667.48,173239.44
2018-11-19,272251.70,237811.55,233923.07,191267.61
2018-12-03,266184.68,233526.51,231533.65,195774.65
2018-12-17,258562.91,228528.02,224450.95,182253.52
2018-12-28,247135.27,219372.95,213762.11,170704.23
2019-01-14,261607.34,223055.92,217818.52,179718.31
2019-01-28,266689.44,228440.32,226054.25,173802.82
2019-02-11,272637.80,233447.16,234765.82,175211.27
2019-02-25,292304.82,260486.17,264800.37,198873.24
2019-03-11,303057.83,266266.20,264833.85,204507.04
2019-03-25,316553.27,267677.04,265747.68,272957.75
2019-04-08,341362.04,285426.32,288070.92,262535.21
2019-04-22,330068.09,282807.83,285826.01,259154.93
2019-05-06,299619.99,255664.04,261614.78,210140.85
2019-05-20,295427.27,252509.71,256870.12,210422.54
2019-06-03,302404.04,254222.92,257879.79,212676.06
2019-06-17,304388.78,254006.63,259499.49,204225.35
2019-07-01,324533.25,267841.67,279450.08,220281.69
2019-07-15,320589.11,258806.23,271524.58,222253.52
2019-07-29,318001.68,258702.58,273660.50,215492.96
2019-08-12,304957.66,247618.02,262643.45,197183.10
2019-08-26,309074.09,251890.68,267386.78,201971.83
2019-09-09,318234.88,266067.96,282086.87,212112.68
2019-09-23,313471.62,261875.41,276244.35,211830.99
2019-09-30,310490.12,255551.91,270838.73,203943.66
2019-10-21,311165.81,258580.39,275546.98,202535.21
2019-11-04,315018.36,261736.01,282454.17,203661.97
2019-11-18,314161.55,255904.73,277470.37,197183.10
2019-12-02,307932.99,252967.35,272367.45,192957.75
2019-12-16,311756.86,262518.94,283123.35,201690.14
2019-12-30,316252.23,267412.50,289803.71,209014.08
2020-01-13,322664.87,274057.80,298491.14,212676.06
2020-01-23,311642.35,261827.16,284284.58,194647.89
2020-02-10,308774.29,254258.71,278043.79,179718.31
2020-02-24,316223.07,266639.24,293439.39,187605.63
2020-03-09,311514.92,258903.46,283803.98,190140.85
2020-03-23,287086.46,233998.82,250658.40,169295.77
2020-04-03,300510.43,243131.24,263645.54,169014.08
2020-04-20,310446.44,250921.80,273602.62,170704.23
2020-04-30,312258.17,251584.12,277800.40,166760.56
2020-05-18,316121.27,252933.08,278534.17,165070.42
2020-06-01,317294.84,256452.82,281972.68,187605.63
2020-06-15,316058.97,254218.50,280811.67,181408.45
2020-06-29,324341.67,260506.67,291797.66,176338.03
