date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,998358.43,1000000.00,1000000.00,1000000.00
2018-01-29,996224.76,1032990.14,1018171.47,1001877.93
2018-02-12,869541.03,924831.05,920682.67,859154.93
2018-02-26,914332.00,976274.80,974718.43,969953.05
2018-03-12,986932.12,975431.96,976907.08,1000000.00
2018-03-26,934664.48,918848.45,918265.86,866666.67
2018-04-09,950040.72,920188.96,911884.26,966197.18
2018-04-23,848291.22,899581.47,891387.55,868544.60
2018-05-07,925294.75,919705.51,907448.65,877934.27
2018-05-21,954197.76,942340.28,928052.08,899530.52
2018-06-04,909324.93,906377.83,901150.88,869483.57
2018-06-15,910073.60,886061.06,888336.38,821596.24
2018-07-02,830614.86,813829.82,806572.97,727699.53
2018-07-16,828837.97,825114.07,821748.94,712676.06
2018-07-30,873709.10,841243.05,831924.34,733333.33
2018-08-13,868847.50,816854.31,802402.86,748356.81
2018-08-27,844590.82,815396.17,806243.92,706103.29
2018-09-10,807130.00,782727.97,764469.86,663849.77
2018-09-21,857398.38,820259.34,807169.81,675117.37
2018-10-08,828520.25,796516.58,778866.84,647887.32
2018-10-22,831330.50,778444.62,773985.32,563380.28
2018-11-05,824373.29,781539.31,772224.92,577464.79
2018-11-19,856525.25,792705.16,779743.55,637558.69
2018-12-03,837782.53,778421.69,771778.82,652582.16
2018-12-17,821480.47,761760.06,748169.84,607511.74
2018-12-28,789139.86,731243.17,712540.38,569014.08
2019-01-14,794240.50,743519.74,726061.72,599061.03
2019-01-28,814388.89,761467.73,753514.17,579342.72
2019-02-11,844932.99,778157.22,782552.72,584037.56
2019-02-25,908708.34,868287.24,882667.90,662910.80
2019-03-11,928940.98,887554.02,882779.49,681690.14
2019-03-25,976772.33,892256.80,885825.61,909859.15
2019-04-08,1041638.05,951421.06,960236.41,875117.37
2019-04-22,996781.03,942692.78,952753.35,863849.77
2019-05-06,915435.83,852213.47,872049.26,700469.48
2019-05-20,828373.41,841699.03,856233.73,701408.45
2019-06-03,898280.78,847409.73,859599.29,708920.19
2019-06-17,908113.88,846688.78,864998.30,680751.17
2019-07-01,996044.31,892805.55,931500.28,734272.30
2019-07-15,944633.90,862687.43,905081.94,740845.07
2019-07-29,946862.73,862341.94,912201.68,718309.86
2019-08-12,915107.83,825393.39,875478.15,657277.00
2019-08-26,915079.48,839635.60,891289.28,673239.44
2019-09-09,937932.65,886893.20,940289.56,707042.25
2019-09-23,919676.08,872918.05,920814.50,706103.29
2019-09-30,904231.10,851839.69,902795.78,679812.21
2019-10-21,927097.40,861934.63,918489.94,675117.37
2019-11-04,931017.42,872453.36,941513.92,678873.24
2019-11-18,902108.41,853015.76,924901.25,657277.00
2019-12-02,830466.06,843224.50,907891.51,643192.49
2019-12-16,925960.43,875063.14,943744.51,672300.47
2019-12-30,954515.05,891374.99,966012.36,696713.62
2020-01-13,967504.60,913525.99,994970.46,708920.19
2020-01-23,901642.10,872757.19,947615.27,648826.29
2020-02-10,877496.90,847529.04,926812.64,599061.03
2020-02-24,920371.36,888797.47,978131.30,625352.11
2020-03-09,947605.78,863011.55,946013.28,633802.82
2020-03-23,858709.46,779996.07,835528.01,564319.25
2020-04-03,910719.91,810437.46,878818.46,563380.28
2020-04-20,949756.90,836406.00,912008.72,569014.08
2020-04-30,968506.09,838613.72,926001.33,555868.54
2020-05-18,996385.63,843110.26,928447.22,550234.74
2020-06-01,1054515.78,854842.75,939908.94,625352.11
2020-06-15,1035117.08,847394.99,936038.89,604694.84
2020-06-29,1067029.78,868355.56,972658.85,587793.43
2020-07-13,1234750.84,1009616.83,1148564.82,834741.78
2020-07-27,1199405.33,939814.66,1071761.78,661971.83
2020-08-10,1233367.71,990841.25,1118249.02,693896.71
2020-08-24,1256813.84,992713.68,1125581.01,690140.85
2020-09-07,1226092.61,965430.90,1105113.19,660093.90
2020-09-21,1236038.10,972569.00,1110334.30,660093.90
2020-09-30,1240207.51,943575.20,1085712.54,622535.21
2020-10-19,1258939.58,971317.57,1125495.52,637558.69
2020-11-02,1268937.17,945647.49,1117293.24,607511.74
2020-11-16,1308032.41,981375.39,1160684.93,656338.03
2020-11-30,1263807.59,994507.21,1173957.63,680751.17
2020-12-14,1377852.48,987870.33,1167942.18,651643.19
2020-12-28,1411138.20,996128.77,1198610.15,637558.69
2021-01-11,1428480.62,1035481.61,1287775.18,625352.11
2021-01-25,1470369.93,1062674.28,1331504.04,621596.24
2021-02-08,1415962.04,1035759.84,1316981.45,591549.30
2021-02-22,1517937.77,1068012.76,1324737.44,630985.92
2021-03-08,1433904.05,1003203.62,1202304.59,634741.78
2021-03-22,1459002.52,1009661.67,1196891.26,677934.27
2021-04-02,1553772.51,1021669.68,1221601.08,663849.77
2021-04-19,1514861.84,1019662.96,1203959.38,665727.70
2021-04-30,1609825.48,1010663.63,1212591.44,634741.78
2021-05-17,1613119.98,1031411.22,1227145.95,650704.23
2021-05-31,1682950.87,1060105.50,1261838.50,637558.69
2021-06-11,1651297.78,1052561.36,1236546.06,629107.98
2021-06-28,1744823.03,1057435.77,1242949.81,630985.92
2021-07-12,1788366.56,1040272.24,1214773.52,615962.44
2021-07-26,1696907.41,1016699.28,1165685.22,603755.87
