date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,299857.20,300000.00,300000.00,300000.00
2018-01-29,289147.56,309897.04,305451.44,300563.38
2018-02-12,289371.71,277449.32,276204.80,257746.48
2018-02-26,290871.45,292882.44,292415.53,290985.92
2018-03-12,295351.94,292629.59,293072.12,300000.00
2018-03-26,290577.06,275654.54,275479.76,260000.00
2018-04-09,292038.51,276056.69,273565.28,289859.15
2018-04-23,289848.16,269874.44,267416.26,260563.38
2018-05-07,293005.67,275911.65,272234.60,263380.28
2018-05-21,295192.20,282702.08,278415.62,269859.15
2018-06-04,290915.64,271913.35,270345.26,260845.07
2018-06-15,289818.28,265818.32,266500.92,246478.87
2018-07-02,289783.10,244148.95,241971.89,218309.86
2018-07-16,290003.17,247534.22,246524.68,213802.82
2018-07-30,293803.53,252372.92,249577.30,220000.00
2018-08-13,292636.66,245056.29,240720.86,224507.04
2018-08-27,291654.73,244618.85,241873.18,211830.99
2018-09-10,288814.27,234818.39,229340.96,199154.93
2018-09-21,290246.72,246077.80,242150.94,202535.21
2018-10-08,288929.24,238954.97,233660.05,194366.20
2018-10-22,288329.28,233533.39,232195.60,169014.08
2018-11-05,291028.65,234461.79,231667.48,173239.44
2018-11-19,292085.93,237811.55,233923.07,191267.61
2018-12-03,291491.46,233526.51,231533.65,195774.65
2018-12-17,287241.68,228528.02,224450.95,182253.52
2018-12-28,277554.84,219372.95,213762.11,170704.23
2019-01-14,291840.09,223055.92,217818.52,179718.31
2019-01-28,295825.64,228440.32,226054.25,173802.82
2019-02-11,297488.78,233447.16,234765.82,175211.27
2019-02-25,309009.06,260486.17,264800.37,198873.24
2019-03-11,314758.86,266266.20,264833.85,204507.04
2019-03-25,321837.70,267677.04,265747.68,272957.75
2019-04-08,331719.39,285426.32,288070.92,262535.21
2019-04-22,326564.94,282807.83,285826.01,259154.93
2019-05-06,312642.61,255664.04,261614.78,210140.85
2019-05-20,312675.11,252509.71,256870.12,210422.54
2019-06-03,312196.64,254222.92,257879.79,212676.06
2019-06-17,312037.99,254006.63,259499.49,204225.35
2019-07-01,318081.47,267841.67,279450.08,220281.69
2019-07-15,317152.93,258806.23,271524.58,222253.52
2019-07-29,315968.76,258702.58,273660.50,215492.96
2019-08-12,313285.49,247618.02,262643.45,197183.10
2019-08-26,314710.69,251890.68,267386.78,201971.83
2019-09-09,317203.98,266067.96,282086.87,212112.68
2019-09-23,315912.29,261875.41,276244.35,211830.99
2019-09-30,314877.26,255551.91,270838.73,203943.66
2019-10-21,316317.21,258580.39,275546.98,202535.21
2019-11-04,318531.79,261736.01,282454.17,203661.97
2019-11-18,318638.45,255904.73,277470.37,197183.10
2019-12-02,317249.71,252967.35,272367.45,192957.75
2019-12-16,318650.75,262518.94,283123.35,201690.14
2019-12-30,319882.76,267412.50,289803.71,209014.08
2020-01-13,323624.64,274057.80,298491.14,212676.06
2020-01-23,317038.51,261827.16,284284.58,194647.89
2020-02-10,316955.33,254258.71,278043.79,179718.31
2020-02-24,320934.66,266639.24,293439.39,187605.63
2020-03-09,319313.46,258903.46,283803.98,190140.85
2020-03-23,306555.96,233998.82,250658.40,169295.77
2020-04-03,314524.60,243131.24,263645.54,169014.08
2020-04-20,317302.44,250921.80,273602.62,170704.23
2020-04-30,317255.83,251584.12,277800.40,166760.56
2020-05-18,319741.63,252933.08,278534.17,165070.42
2020-06-01,322628.55,256452.82,281972.68,187605.63
2020-06-15,322706.04,254218.50,280811.67,181408.45
2020-06-29,323652.56,260506.67,291797.66,176338.03
2020-07-13,330783.90,302885.05,344569.44,250422.54
2020-07-27,328493.51,281944.40,321528.53,198591.55
2020-08-10,328964.11,297252.38,335474.71,208169.01
2020-08-24,331499.30,297814.10,337674.30,207042.25
2020-09-07,329231.33,289629.27,331533.96,198028.17
2020-09-21,328364.61,291770.70,333100.29,198028.17
2020-09-30,329772.35,283072.56,325713.76,186760.56
2020-10-19,331072.74,291395.27,337648.66,191267.61
2020-11-02,328821.33,283694.25,335187.97,182253.52
2020-11-16,329033.19,294412.62,348205.48,196901.41
2020-11-30,328146.10,298352.16,352187.29,204225.35
2020-12-14,336144.26,296361.10,350382.65,195492.96
2020-12-28,338161.24,298838.63,359583.04,191267.61
2021-01-11,340487.00,310644.48,386332.55,187605.63
2021-01-25,341141.56,318802.28,399451.21,186478.87
2021-02-08,339079.13,310727.95,395094.44,177464.79
2021-02-22,345166.82,320403.83,397421.23,189295.77
2021-03-08,344141.37,300961.09,360691.38,190422.54
2021-03-22,343693.19,302898.50,359067.38,203380.28
2021-04-02,345974.47,306500.91,366480.32,199154.93
2021-04-19,347488.59,305898.89,361187.81,199718.31
2021-04-30,346121.42,303199.09,363777.43,190422.54
2021-05-17,348838.08,309423.37,368143.79,195211.27
2021-05-31,350237.26,318031.65,378551.55,191267.61
2021-06-11,352704.40,315768.41,370963.82,188732.39
2021-06-28,352516.64,317230.73,372884.94,189295.77
2021-07-12,352438.42,312081.67,364432.05,184788.73
2021-07-26,350217.38,305009.78,349705.57,181126.76
2021-08-09,352301.43,307401.87,353984.40,180281.69
2021-08-23,353370.85,305862.26,343356.52,184225.35
2021-09-06,356864.58,318593.04,350303.91,192957.75
2021-09-17,358605.24,317898.74,344780.96,194929.58
2021-09-30,355345.49,313870.03,345522.39,186478.87
2021-10-18,363225.57,313867.49,346118.29,184788.73
2021-11-01,360877.07,311786.40,347247.91,179154.93
2021-11-15,363609.48,310803.24,346658.07,198028.17
2021-11-29,366812.68,313388.87,344460.23,211549.30
2021-12-13,373444.34,323802.50,360959.49,204507.04
2021-12-27,373957.81,318075.35,349281.32,215211.27
2022-01-10,375923.62,316100.09,343936.38,218873.24
2022-01-24,369327.72,309994.18,339867.45,200845.07
2022-02-07,369094.32,301679.47,329029.17,210985.92
2022-02-21,374051.17,307048.03,329045.09,215211.27
2022-03-07,373424.08,296689.65,309055.45,221690.14
2022-03-21,370649.12,286207.03,302379.03,204507.04
2022-04-01,369672.16,288760.71,303615.32,229295.77
2022-04-18,368099.77,281090.90,295821.19,232676.06
2022-04-29,364381.34,268031.63,285160.72,193239.44
2022-05-16,365737.98,270379.07,280921.68,215774.65
2022-05-30,367176.57,277003.81,286067.91,232957.75
2022-06-13,372300.94,286371.12,297451.98,224788.73
2022-06-27,358115.35,297246.46,315551.16,223380.28
2022-07-11,378357.18,291475.92,309186.04,220000.00
2022-07-25,379521.24,285916.95,299105.72,227887.32
2022-08-08,381019.57,284733.46,294521.16,232957.75
2022-08-22,393437.66,288327.72,296887.08,241690.14
2022-09-05,391486.71,281476.87,285102.89,236338.03
2022-09-19,385048.49,274060.64,278895.45,209014.08
2022-09-30,383961.38,266037.32,270154.07,199436.62
