date,strategy,bench_000001.SH,bench_000300.SH,bench_000905.SZ
2018-01-15,299508.25,300000.00,300000.00,300000.00
2018-01-29,263289.34,309897.04,305451.44,300563.38
2018-02-12,267068.72,277449.32,276204.80,257746.48
2018-02-26,280639.41,292882.44,292415.53,290985.92
2018-03-12,307416.84,292629.59,293072.12,300000.00
2018-03-26,290960.25,275654.54,275479.76,260000.00
2018-04-09,301989.84,276056.69,273565.28,289859.15
2018-04-23,292067.31,269874.44,267416.26,260563.38
2018-05-07,299243.39,275911.65,272234.60,263380.28
2018-05-21,306990.38,282702.08,278415.62,269859.15
2018-06-04,287006.19,271913.35,270345.26,260845.07
2018-06-15,264994.18,265818.32,266500.92,246478.87
2018-07-02,264835.72,244148.95,241971.89,218309.86
2018-07-16,271001.71,247534.22,246524.68,213802.82
2018-07-30,283458.16,252372.92,249577.30,220000.00
2018-08-13,273792.27,245056.29,240720.86,224507.04
2018-08-27,273629.13,244618.85,241873.18,211830.99
2018-09-10,262079.97,234818.39,229340.96,199154.93
2018-09-21,277493.54,246077.80,242150.94,202535.21
2018-10-08,271268.65,238954.97,233660.05,194366.20
2018-10-22,266337.09,233533.39,232195.60,169014.08
2018-11-05,269149.60,234461.79,231667.48,173239.44
2018-11-19,269010.30,237811.55,233923.07,191267.61
2018-12-03,267026.47,233526.51,231533.65,195774.65
2018-12-17,257643.75,228528.02,224450.95,182253.52
2018-12-28,247960.86,219372.95,213762.11,170704.23
2019-01-14,265252.41,223055.92,217818.52,179718.31
2019-01-28,281274.57,228440.32,226054.25,173802.82
2019-02-11,287598.40,233447.16,234765.82,175211.27
2019-02-25,331697.77,260486.17,264800.37,198873.24
2019-03-11,340166.11,266266.20,264833.85,204507.04
2019-03-25,355267.61,267677.04,265747.68,272957.75
2019-04-08,382233.98,285426.32,288070.92,262535.21
2019-04-22,368799.76,282807.83,285826.01,259154.93
2019-05-06,335245.88,255664.04,261614.78,210140.85
2019-05-20,352976.26,252509.71,256870.12,210422.54
2019-06-03,336869.53,254222.92,257879.79,212676.06
2019-06-17,337352.20,254006.63,259499.49,204225.35
2019-07-01,380276.31,267841.67,279450.08,220281.69
2019-07-15,376208.09,258806.23,271524.58,222253.52
2019-07-29,377557.82,258702.58,273660.50,215492.96
2019-08-12,360222.98,247618.02,262643.45,197183.10
2019-08-26,383876.00,251890.68,267386.78,201971.83
2019-09-09,397311.24,266067.96,282086.87,212112.68
2019-09-23,386992.51,261875.41,276244.35,211830.99
2019-09-30,380379.98,255551.91,270838.73,203943.66
2019-10-21,381280.47,258580.39,275546.98,202535.21
2019-11-04,393072.67,261736.01,282454.17,203661.97
2019-11-18,393647.12,255904.73,277470.37,197183.10
2019-12-02,397342.18,252967.35,272367.45,192957.75
2019-12-16,404141.73,262518.94,283123.35,201690.14
2019-12-30,415263.88,267412.50,289803.71,209014.08
2020-01-13,424752.72,274057.80,298491.14,212676.06
2020-01-23,408640.72,261827.16,284284.58,194647.89
2020-02-10,407138.11,254258.71,278043.79,179718.31
2020-02-24,418277.68,266639.24,293439.39,187605.63
2020-03-09,408853.70,258903.46,283803.98,190140.85
2020-03-23,364303.53,233998.82,250658.40,169295.77
2020-04-03,391586.78,243131.24,263645.54,169014.08
2020-04-20,418900.87,250921.80,273602.62,170704.23
2020-04-30,420515.87,251584.12,277800.40,166760.56
2020-05-18,435611.27,252933.08,278534.17,165070.42
2020-06-01,437647.51,256452.82,281972.68,187605.63
2020-06-15,438385.34,254218.50,280811.67,181408.45
2020-06-29,466595.70,260506.67,291797.66,176338.03
2020-07-13,516038.42,302885.05,344569.44,250422.54
2020-07-27,492630.76,281944.40,321528.53,198591.55
2020-08-10,501952.93,297252.38,335474.71,208169.01
2020-08-24,514054.66,297814.10,337674.30,207042.25
2020-09-07,509209.49,289629.27,331533.96,198028.17
2020-09-21,514424.85,291770.70,333100.29,198028.17
2020-09-30,514924.91,283072.56,325713.76,186760.56
2020-10-19,528870.15,291395.27,337648.66,191267.61
2020-11-02,545619.85,283694.25,335187.97,182253.52
2020-11-16,579151.65,294412.62,348205.48,196901.41
2020-11-30,560331.43,298352.16,352187.29,204225.35
2020-12-14,592374.19,296361.10,350382.65,195492.96
2020-12-28,624245.52,298838.63,359583.04,191267.61
2021-01-11,633696.01,310644.48,386332.55,187605.63
2021-01-25,651242.12,318802.28,399451.21,186478.87
2021-02-08,644780.36,310727.95,395094.44,177464.79
2021-02-22,716628.01,320403.83,397421.23,189295.77
2021-03-08,689546.51,300961.09,360691.38,190422.54
2021-03-22,700741.26,302898.50,359067.38,203380.28
2021-04-02,726562.87,306500.91,366480.32,199154.93
2021-04-19,737957.23,305898.89,361187.81,199718.31
2021-04-30,748372.86,303199.09,363777.43,190422.54
2021-05-17,766367.25,309423.37,368143.79,195211.27
2021-05-31,778351.00,318031.65,378551.55,191267.61
2021-06-11,786056.80,315768.41,370963.82,188732.39
2021-06-28,807095.88,317230.73,372884.94,189295.77
2021-07-12,801593.69,312081.67,364432.05,184788.73
2021-07-26,784105.23,305009.78,349705.57,181126.76
2021-08-09,798123.25,307401.87,353984.40,180281.69
2021-08-23,827726.74,305862.26,343356.52,184225.35
