date,model_a_score,model_b_score,small_cap,industry_momentum,market_state
2018-01-29,-0.01926466,-0.01934151,-0.00000000,-0.01811811,-0.00582368
2018-02-12,-0.08647655,-0.08730398,-0.03803128,-0.07056915,-0.02662190
2018-02-26,0.06678811,0.06720145,0.00000000,0.05631106,0.02027198
2018-03-12,-0.05137874,-0.05157353,-0.00000000,-0.03658347,-0.02599910
2018-03-26,-0.06805336,-0.06845287,-0.00000000,-0.05683699,-0.02069786
2018-04-09,-0.01020245,-0.01058446,-0.00416187,-0.00594678,-0.00863547
2018-04-23,-0.02621679,-0.02675896,-0.01200060,-0.01826758,-0.00840042
2018-05-07,0.03555043,0.03593017,0.01582255,0.02615660,0.01894400
2018-05-21,0.00516673,0.00516560,0.00180878,0.00330942,0.00275525
2018-06-04,-0.06715492,-0.06626165,-0.03080824,-0.03731220,-0.02156577
2018-06-15,-0.01505012,-0.01499834,-0.00000000,-0.01359780,-0.00453260
2018-07-02,-0.07707002,-0.07710682,-0.00000000,-0.07159444,-0.02324974
2018-07-16,0.03635492,0.03629560,0.00000000,0.03033754,0.01834935
2018-07-30,0.00702870,0.00702042,0.00000000,0.00574410,0.00356608
2018-08-13,-0.03387156,-0.03420393,-0.01144273,-0.02955480,-0.01732819
2018-08-27,-0.01077323,-0.01069972,-0.00181647,-0.00847105,-0.00545585
2018-09-10,-0.05661850,-0.05634472,-0.00000000,-0.04967274,-0.01710045
2018-09-21,0.07524204,0.07531590,0.00000000,0.06829810,0.03806758
2018-10-08,-0.03664377,-0.03624834,-0.00000000,-0.03225961,-0.01104541
2018-10-22,0.00116203,0.00112850,0.00000000,0.00104987,0.00034996
2018-11-05,-0.04490854,-0.04487335,-0.00000000,-0.03620407,-0.02279829
2018-11-19,-0.01427773,-0.01424980,-0.00000000,-0.01128350,-0.00725168
2018-12-03,-0.01755201,-0.01769187,-0.00166740,-0.01413508,-0.01441297
2018-12-17,-0.00678901,-0.00684624,-0.00066644,-0.00505008,-0.00556807
2018-12-28,-0.11356214,-0.11423059,-0.01702141,-0.08399503,-0.09270082
2019-01-14,0.01717852,0.01719481,0.00000000,0.01392878,0.00870529
2019-01-28,0.06074079,0.06068371,0.00000000,0.05479963,0.03061838
2019-02-11,0.02426382,0.02410709,0.01446222,0.02026590,0.01240467
2019-02-25,0.18682737,0.18642593,0.05449651,0.15584099,0.19263139
2019-03-11,-0.00721884,-0.00722538,-0.00419152,-0.00579173,-0.00756543
2019-03-25,0.02178237,0.02224204,0.00768890,0.01503388,0.02418879
2019-04-08,0.04461445,0.04577052,0.00311999,0.03204742,0.04758668
2019-04-22,-0.03346208,-0.03511675,-0.00281264,-0.02183214,-0.02907116
2019-05-06,-0.06364601,-0.06578866,-0.00261845,-0.04249084,-0.05479118
2019-05-20,-0.05446059,-0.05397541,-0.00000000,-0.05241741,-0.01642934
2019-06-03,0.07216707,0.07173614,0.00000000,0.06951878,0.02178947
2019-06-17,0.00530433,0.00524516,0.00000000,0.00494497,0.00159761
2019-07-01,0.12684504,0.12598524,0.01063956,0.11348865,0.06383736
2019-07-15,-0.01421702,-0.01413949,-0.00119402,-0.01296352,-0.00715696
2019-07-29,-0.00613344,-0.00610749,-0.00000000,-0.00526000,-0.00185129
2019-08-12,-0.04800642,-0.04778838,-0.00000000,-0.04182830,-0.01447903
2019-08-26,0.04310115,0.04301397,0.00361813,0.03654309,0.02170877
2019-09-09,0.06519943,0.06491869,0.00000000,0.05747580,0.03286883
2019-09-23,-0.02593052,-0.02558680,-0.00000000,-0.02013828,-0.02103534
2019-09-30,-0.01195832,-0.01181641,-0.00000000,-0.00957985,-0.00974397
2019-10-21,0.01874498,0.01859608,0.00000000,0.01517362,0.01517354
2019-11-04,0.02687948,0.02685747,0.00000000,0.02125692,0.02179543
2019-11-18,-0.01121700,-0.01126648,-0.00000000,-0.00929858,-0.00340588
2019-12-02,-0.02995390,-0.02981480,-0.00000000,-0.02613831,-0.00904788
2019-12-16,0.04965524,0.04965934,0.00000000,0.03857833,0.02506599
2019-12-30,0.01588301,0.01597226,0.00124252,0.00898254,0.01625110
2020-01-13,0.02776553,0.02773833,0.00323346,0.01502064,0.02833764
2020-01-23,-0.03722086,-0.03752638,-0.00184140,-0.02036626,-0.03046989
2020-02-10,-0.02116103,-0.02124698,-0.00755173,-0.01442643,-0.01759584
2020-02-24,0.06351331,0.06385867,0.01764838,0.04810145,0.06600386
2020-03-09,-0.06926682,-0.07008301,-0.01717033,-0.05156410,-0.05746674
2020-03-23,-0.08896299,-0.09152688,-0.04051493,-0.07147890,-0.07531965
2020-04-03,0.05480754,0.05534900,0.00802109,0.05080027,0.01684430
2020-04-20,0.06732333,0.06722237,0.03465545,0.05563635,0.03461792
2020-04-30,-0.04182337,-0.04138827,-0.02853541,-0.03299120,-0.02143041
2020-05-18,0.02424625,0.02418124,0.01042390,0.01846471,0.01245621
2020-06-01,-0.01017009,-0.01022839,-0.00607973,-0.00767209,-0.00520944
2020-06-15,0.03353999,0.03378019,0.01005601,0.02079902,0.02755063
2020-06-29,-0.02330720,-0.02357146,-0.00917316,-0.01224375,-0.01924072
