trade_count,unique_stocks,mean_yi,median_yi,min_yi,max_yi,amount_weighted_avg_yi,p05,p25,p50,p75,p95
5898,970,297.62934763194136,35.98486886,12.657774,15812.40881965,263.8375943496979,19.059154163000002,25.499090522499998,35.98486886,79.690598565,1550.377478715998
