date,ts_code,direction,price,shares,amount,commission,status,reason,total_mv,circ_mv,sw_l1,sw_l2,name,market,industry,total_mv_yi,circ_mv_yi,year,total_mv_bucket,circ_mv_bucket
20180212,603199.SH,SELL,26.34043,300,7902.129000000001,1.18531935,FILLED,,291973.84,192427.0634,801210.SI,801993.SI,九华旅游,主板,旅游景点,29.197384000000003,19.24270634,2018,<50亿,<50亿
20180212,600865.SH,SELL,6.969530000000001,1300,9060.389,1.35905835,FILLED,,262615.7406,262615.7406,801200.SI,801203.SI,百大集团,主板,百货,26.26157406,26.26157406,2018,<50亿,<50亿
20180212,600610.SH,SELL,4.81277,2000,9625.54,1.443831,FILLED,,516354.3596,181026.9524,801720.SI,,中毅达,主板,化工原料,51.63543596,18.10269524,2018,50-100亿,<50亿
20180212,600218.SH,SELL,5.861195,1400,8205.673,1.23085095,FILLED,,216459.185,216459.185,801890.SI,801072.SI,全柴动力,主板,汽车配件,21.6459185,21.6459185,2018,<50亿,<50亿
20180212,000948.SZ,SELL,8.816755,1000,8816.755000000001,1.32251325,FILLED,,217753.1386,217641.3305,801750.SI,801104.SI,南天信息,主板,软件服务,21.77531386,21.76413305,2018,<50亿,<50亿
20180212,600448.SH,SELL,4.423355,1900,8404.3745,1.2606561749999998,FILLED,,232508.4251,187107.2967,801130.SI,801131.SI,华纺股份,主板,纺织,23.25084251,18.71072967,2018,<50亿,<50亿
20180212,603100.SH,SELL,8.986500000000001,1000,8986.500000000002,1.347975,FILLED,,355500.0,232762.6314,801730.SI,,川仪股份,主板,电器仪表,35.55,23.27626314,2018,<50亿,<50亿
20180212,600235.SH,BUY,5.658475000000001,500,2829.2375000000006,0.424385625,FILLED,,198484.5,198484.5,801140.SI,801143.SI,民丰特纸,主板,造纸,19.84845,19.84845,2018,<50亿,<50亿
20180212,600288.SH,BUY,6.780155,1600,10848.248,1.6272371999999995,FILLED,,295713.6,295713.6,801080.SI,801082.SI,大恒科技,主板,元器件,29.57136,29.57136,2018,<50亿,<50亿
20180212,600616.SH,BUY,7.220815,1500,10831.2225,1.6246833749999998,FILLED,,371040.4374,371040.4374,801120.SI,801126.SI,金枫酒业,主板,红黄酒,37.10404374,37.10404374,2018,<50亿,<50亿
20180212,600647.SH,BUY,13.049545,800,10439.636,1.5659454,FILLED,,181304.0457,181304.0457,801180.SI,801181.SI,退市同达(退),主板,,18.13040457,18.13040457,2018,<50亿,<50亿
20180212,000985.SZ,BUY,15.212785,700,10648.9495,1.597342425,FILLED,,196922.4005,196922.4005,801960.SI,801963.SI,大庆华科,主板,化工原料,19.69224005,19.69224005,2018,<50亿,<50亿
20180212,600215.SH,BUY,8.522765,1300,11079.5945,1.6619391749999997,FILLED,,395742.9809,395742.9809,801180.SI,,派斯林,主板,专用机械,39.57429809,39.57429809,2018,<50亿,<50亿
20180212,600756.SH,BUY,13.72055,700,9604.385,1.44065775,FILLED,,444015.2916,444015.2916,801750.SI,801103.SI,浪潮软件,主板,软件服务,44.40152916,44.40152916,2018,<50亿,<50亿
20180212,600105.SH,BUY,5.157725000000001,2000,10315.450000000004,1.5473175000000003,FILLED,,496404.9424,392383.2854,801770.SI,801102.SI,永鼎股份,主板,通信设备,49.64049424,39.23832854,2018,<50亿,<50亿
20180212,600833.SH,BUY,10.365525,1000,10365.525,1.5548287499999998,FILLED,,230894.3691,230894.3691,801150.SI,801154.SI,第一医药,主板,医药商业,23.08943691,23.08943691,2018,<50亿,<50亿
20180212,600679.SH,BUY,14.912335,700,10438.6345,1.565795175,FILLED,,598874.2321,284785.3091,801880.SI,801881.SI,上海凤凰,主板,文教休闲,59.88742321,28.47853091,2018,50-100亿,<50亿
20180212,600119.SH,BUY,9.93488,1000,9934.88,1.4902319999999998,FILLED,,304940.8,304940.8,801170.SI,801178.SI,长江投资,主板,仓储物流,30.49408,30.49408,2018,<50亿,<50亿
20180212,000153.SZ,BUY,7.050560000000001,1400,9870.784,1.4806176000000002,FILLED,,223222.6515,219631.9699,801150.SI,801151.SI,丰原药业,主板,化学制药,22.32226515,21.96319699,2018,<50亿,<50亿
20180212,600321.SH,BUY,3.32498,3000,9974.94,1.496241,FILLED,,501502.6,392052.16,801710.SI,801713.SI,正源股份(退),主板,,50.150259999999996,39.205216,2018,50-100亿,<50亿
20180212,600662.SH,BUY,4.596885,2200,10113.147,1.51697205,FILLED,,483493.2457,483493.2457,801170.SI,801179.SI,外服控股,主板,文教休闲,48.34932457,48.34932457,2018,<50亿,<50亿
20180212,000973.SZ,BUY,4.777155,2100,10032.0255,1.5048038249999998,FILLED,,461460.8526,461449.7847,801030.SI,801036.SI,佛塑科技,主板,塑料,46.14608526,46.144978470000005,2018,<50亿,<50亿
20180212,600626.SH,BUY,5.948910000000001,1700,10113.147,1.51697205,FILLED,,421884.2327,421884.2327,801130.SI,801131.SI,申达股份,主板,汽车配件,42.18842327,42.18842327,2018,<50亿,<50亿
20180212,000582.SZ,BUY,8.082105,1200,9698.526,1.4547788999999998,FILLED,,1000889.3649,212382.3816,801170.SI,801992.SI,北部湾港,主板,港口,100.08893649000001,21.238238159999998,2018,100-200亿,<50亿
20180212,000565.SZ,BUY,5.878805000000001,1700,9993.9685,1.499095275,FILLED,,254518.6331,254518.6331,801030.SI,801034.SI,渝三峡Ａ,主板,染料涂料,25.45186331,25.45186331,2018,<50亿,<50亿
20180212,000561.SZ,BUY,6.559825,1500,9839.7375,1.4759606249999997,FILLED,,395648.7748,389064.6709,801770.SI,801102.SI,烽火电子,主板,通信设备,39.56487748,38.90646709,2018,<50亿,<50亿
20180212,000958.SZ,BUY,4.136195,2400,9926.868,1.4890302,FILLED,,455238.8423,275242.364,801160.SI,801161.SI,电投产融,主板,新型电力,45.52388423,27.5242364,2018,<50亿,<50亿
20180212,600178.SH,BUY,5.22783,1800,9410.094,1.4115140999999998,FILLED,,241205.76,241205.76,801880.SI,801093.SI,东安动力,主板,汽车配件,24.120576,24.120576,2018,<50亿,<50亿
20180212,603358.SH,BUY,30.175195,300,9052.5585,1.357883775,FILLED,,482080.0,211681.0267,801880.SI,801093.SI,华达科技,主板,汽车配件,48.208,21.16810267,2018,<50亿,<50亿
20180212,600775.SH,BUY,6.58987,1400,9225.818,1.3838727,FILLED,,601305.7521,442069.7521,801770.SI,801102.SI,南京熊猫,主板,通信设备,60.13057521,44.206975209999996,2018,50-100亿,<50亿
20180212,000677.SZ,BUY,3.094635,3100,9593.3685,1.439005275,FILLED,,266969.1859,266968.4675,801030.SI,801032.SI,恒天海龙,主板,化纤,26.69691859,26.696846750000002,2018,<50亿,<50亿
20180226,600235.SH,SELL,5.9410750000000005,300,1782.3225000000002,0.267348375,FILLED,,209023.5,209023.5,801140.SI,801143.SI,民丰特纸,主板,造纸,20.90235,20.90235,2018,<50亿,<50亿
20180226,600647.SH,SELL,14.358430000000002,800,11486.744000000002,1.7230116000000002,FILLED,,200088.4249,200088.4249,801180.SI,801181.SI,退市同达(退),主板,,20.008842490000003,20.008842490000003,2018,<50亿,<50亿
20180226,600215.SH,SELL,10.614055000000002,1300,13798.271500000004,2.0697407250000004,FILLED,,494329.9514,494329.9514,801180.SI,,派斯林,主板,专用机械,49.43299514,49.43299514,2018,<50亿,<50亿
20180226,600679.SH,SELL,15.87615,100,1587.615,0.2381422499999999,FILLED,,639496.3257,304102.5128,801880.SI,801881.SI,上海凤凰,主板,文教休闲,63.949632570000006,30.410251280000004,2018,50-100亿,<50亿
20180226,600119.SH,SELL,11.26308,1000,11263.08,1.6894619999999998,FILLED,,346747.2,346747.2,801170.SI,801178.SI,长江投资,主板,仓储物流,34.67472,34.67472,2018,<50亿,<50亿
20180226,000153.SZ,SELL,7.428840000000001,1400,10400.376000000002,1.5600564,FILLED,,235905.7567,232111.0591,801150.SI,801151.SI,丰原药业,主板,化学制药,23.59057567,23.21110591,2018,<50亿,<50亿
20180226,600662.SH,SELL,4.75286,2200,10456.292,1.5684437999999998,FILLED,,501400.4029,501400.4029,801170.SI,801179.SI,外服控股,主板,文教休闲,50.14004029,50.14004029,2018,50-100亿,50-100亿
20180226,000973.SZ,SELL,5.03244,2100,10568.124,1.5852186,FILLED,,487581.2782,487569.5839,801030.SI,801036.SI,佛塑科技,主板,塑料,48.75812782,48.75695839,2018,<50亿,<50亿
20180226,600626.SH,SELL,6.340475,1700,10778.8075,1.6168211249999995,FILLED,,451004.1882,451004.1882,801130.SI,801131.SI,申达股份,主板,汽车配件,45.100418819999994,45.100418819999994,2018,<50亿,<50亿
20180226,000582.SZ,SELL,8.946560000000002,1200,10735.872,1.6103808,FILLED,,1242362.2104,235804.9738,801170.SI,801992.SI,北部湾港,主板,港口,124.23622104,23.58049738,2018,100-200亿,<50亿
20180226,000561.SZ,SELL,6.8896500000000005,1500,10334.475,1.55017125,FILLED,,416790.3124,409854.3862,801770.SI,801102.SI,烽火电子,主板,通信设备,41.67903124,40.985438620000004,2018,<50亿,<50亿
20180226,000958.SZ,SELL,4.603085000000001,2400,11047.404000000002,1.6571106000000002,FILLED,,508147.9572,307231.7913,801160.SI,801161.SI,电投产融,主板,新型电力,50.81479572,30.72317913,2018,50-100亿,<50亿
20180226,600178.SH,SELL,5.521705000000001,1800,9939.069,1.4908603500000002,FILLED,,255530.24,255530.24,801880.SI,801093.SI,东安动力,主板,汽车配件,25.553024,25.553024,2018,<50亿,<50亿
20180226,603358.SH,SELL,31.482705000000003,300,9444.811500000002,1.4167217250000002,FILLED,,504480.0,221516.8527,801880.SI,801093.SI,华达科技,主板,汽车配件,50.448,22.151685269999998,2018,50-100亿,<50亿
20180226,000677.SZ,SELL,3.205185,3100,9936.0735,1.490411025,FILLED,,277336.9213,277336.175,801030.SI,801032.SI,恒天海龙,主板,化纤,27.733692129999998,27.733617499999998,2018,<50亿,<50亿
20180226,600105.SH,BUY,5.42813,500,2714.065,0.40710975,FILLED,,522430.0559,412954.8363,801770.SI,801102.SI,永鼎股份,主板,通信设备,52.243005589999996,41.29548363,2018,50-100亿,<50亿
20180226,600616.SH,BUY,7.51125,300,2253.375,0.3380062499999999,FILLED,,385964.394,385964.394,801120.SI,801126.SI,金枫酒业,主板,红黄酒,38.596439399999994,38.596439399999994,2018,<50亿,<50亿
