bucket,trade_count,unique_stocks,total_amount,mean_yi,median_yi,trade_pct,amount_pct
<50亿,4289,630,95038375.6365,27.895470369561668,26.41342348,0.7271956595456087,0.7478791257863827
50-100亿,443,181,9731227.572,69.72733653090293,67.77889749,0.07511020684977959,0.07657729754569409
100-200亿,189,75,4238741.439,138.4622400620635,130.66502552,0.03204476093591048,0.03335564418691888
200-500亿,332,97,6413896.294000001,340.06949787713853,328.937712575,0.05629026788741946,0.0504724446426565
500-1000亿,269,62,4856247.4595,723.5750266607434,697.82,0.04560868090878264,0.038214942966874076
>=1000亿,376,48,6798698.753500001,2634.5571494456117,2053.9991110150004,0.06375042387249916,0.0535005448714738
