trade_count,unique_stocks,mean_yi,median_yi,min_yi,max_yi,amount_weighted_avg_yi,p05,p25,p50,p75,p95
5898,970,250.0577296589471,31.087362505,12.657774,9370.25479077,218.8813281002832,18.2728561215,23.1537669525,31.087362505,58.805895567499995,1319.1006686729993
