date,port_ret,n_stocks,bench_ret_000001.SH,excess_000001.SH,bench_ret_000905.SZ,excess_000905.SZ
2024-08-30,-0.03062921,63,-0.03284904,0.00221984,-0.04452055,0.01389134
2024-09-30,0.18451520,67,0.17390779,0.01060740,0.15770609,0.02680910
2024-10-31,0.02400554,62,-0.01698578,0.04099132,0.01547988,0.00852567
2024-11-29,0.07876985,60,0.01421762,0.06455223,0.01829268,0.06047717
2024-12-31,-0.04520659,59,0.00760789,-0.05281447,0.07185629,-0.11706287
2025-01-27,-0.01553811,63,-0.03018182,0.01464371,0.00279330,-0.01833141
2025-02-28,0.01607922,59,0.02162573,-0.00554651,-0.03203343,0.04811264
2025-03-31,0.00500754,60,0.00447135,0.00053618,0.08776978,-0.08276225
2025-04-30,-0.01711342,57,-0.01700213,-0.00011129,-0.02248677,0.00537335
2025-05-30,0.01783060,66,0.02087687,-0.00304626,0.07848444,-0.06065384
2025-06-30,0.00372319,67,0.02895853,-0.02523534,0.01003764,-0.00631446
2025-07-31,0.01860978,65,0.03738870,-0.01877892,0.03105590,-0.01244612
2025-08-29,0.03421555,59,0.07968167,-0.04546612,0.06626506,-0.03204951
2025-09-30,-0.02695293,57,0.00644128,-0.03339421,-0.07344633,0.04649340
2025-10-31,0.02050814,66,0.01854667,0.00196147,0.27439024,-0.25388210
2025-11-28,-0.00679780,67,-0.01673763,0.00993983,0.03444976,-0.04124756
2025-12-31,-0.01034640,58,0.02063570,-0.03098210,0.20906568,-0.21941208
