date,port_ret,n_stocks,bench_ret_000001.SH,excess_000001.SH,bench_ret_000905.SZ,excess_000905.SZ
2018-02-28,-0.10910046,55,-0.06361275,-0.04548770,-0.04018692,-0.06891354
2018-03-30,0.02911583,51,-0.02776928,0.05688511,-0.04965920,0.07877503
2018-04-27,-0.05785046,52,-0.02734864,-0.03050183,-0.06045082,0.00260036
2018-05-31,-0.04162320,52,0.00429627,-0.04591947,0.01635769,-0.05798089
2018-06-29,-0.08593939,52,-0.08013494,-0.00580445,-0.15557940,0.06964001
2018-07-31,0.03661165,55,0.01017862,0.02643302,-0.00889454,0.04550618
2018-08-31,-0.06705817,53,-0.05254866,-0.01450951,-0.04871795,-0.01834022
2018-09-28,-0.00310451,53,0.03526289,-0.03836741,-0.04582210,0.04271759
2018-10-31,-0.10074927,50,-0.07746890,-0.02328037,-0.16949153,0.06874225
2018-11-30,0.05407601,49,-0.00560773,0.05968374,0.15646259,-0.10238657
2018-12-28,-0.06059109,56,-0.03643140,-0.02415969,-0.10882353,0.04823244
2019-01-31,0.01606660,55,0.03635925,-0.02029265,-0.01485149,0.03091808
2019-02-28,0.15514663,52,0.13788795,0.01725867,0.18927973,-0.03413310
2019-03-29,0.08955740,43,0.05093728,0.03862012,0.25070423,-0.16114683
2019-04-30,0.00460033,49,-0.00401814,0.00861847,-0.06644144,0.07104177
2019-05-31,-0.06467915,51,-0.05835706,-0.00632210,-0.09529554,0.03061638
2019-06-28,0.00127856,44,0.02766151,-0.02638294,0.01866667,-0.01738810
2019-07-31,0.00677361,42,-0.01556713,0.02234074,-0.00785340,0.01462701
2019-08-30,-0.02718674,44,-0.01577808,-0.01140867,-0.06200528,0.03481853
2019-09-30,-0.00261995,42,0.00656658,-0.00918653,0.01828411,-0.02090406
2019-10-31,-0.01276182,44,0.00821527,-0.02097709,-0.01381215,0.00105033
2019-11-29,0.00328881,44,-0.01948573,0.02277455,-0.03781513,0.04110394
2019-12-31,0.05904772,43,0.06202781,-0.00298009,0.08733624,-0.02828853
2020-01-23,-0.04497562,43,-0.02412882,-0.02084680,-0.07496653,0.02999091
2020-02-28,-0.04474265,47,-0.03232770,-0.01241495,-0.07670043,0.03195779
2020-03-31,-0.04460481,46,-0.04513677,0.00053195,-0.05329154,0.00868672
2020-04-30,0.04209610,51,0.03991788,0.00217822,-0.01986755,0.06196365
2020-05-29,-0.03239624,49,-0.00270307,-0.02969317,0.02195946,-0.05435570
2020-06-30,0.01098254,46,0.04639082,-0.03540827,0.06611570,-0.05513316
2020-07-31,0.07471222,45,0.10900098,-0.03428876,0.11937984,-0.04466762
2020-08-31,0.02312345,52,0.02588243,-0.00275897,-0.00277008,0.02589354
2020-09-30,-0.04104236,54,-0.05230927,0.01126690,-0.07916667,0.03812430
2020-10-30,-0.00433106,51,0.00201376,-0.00634483,-0.00904977,0.00471871
2020-11-30,0.02300098,50,0.05185949,-0.02885850,0.10350076,-0.08049978
2020-12-31,0.01758051,45,0.02397408,-0.00639357,-0.01103448,0.02861499
2021-01-29,0.01435276,40,0.00287927,0.01147349,-0.07949791,0.09385066
2021-02-26,-0.01102768,38,0.00746790,-0.01849558,0.00303030,-0.01405798
2021-03-31,-0.02224859,36,-0.01914145,-0.00310713,0.07854985,-0.10079844
2021-04-30,-0.00622985,54,0.00143667,-0.00766652,-0.05322129,0.04699144
2021-05-31,0.01934636,61,0.04892020,-0.02957384,0.00443787,0.01490849
2021-06-30,-0.02577046,59,-0.00671566,-0.01905481,-0.01914580,-0.00662466
2021-07-30,-0.04143608,58,-0.05397632,0.01254024,-0.05255255,0.01111648
2021-08-31,0.04430153,55,0.04314612,0.00115540,0.05705230,-0.01275077
2021-09-30,0.00180429,50,0.00683606,-0.00503177,-0.00749625,0.00930055
2021-10-29,-0.00639496,50,-0.00583793,-0.00055703,-0.04229607,0.03590111
2021-11-30,0.00552926,50,0.00466578,0.00086348,0.17823344,-0.17270418
2021-12-31,0.03096669,53,0.02129366,0.00967303,0.00669344,0.02427325
2022-01-28,-0.05947450,51,-0.07647057,0.01699607,-0.05319149,-0.00628301
2022-02-28,0.03591764,48,0.03000699,0.00591065,0.07443820,-0.03852056
2022-03-31,-0.06177649,47,-0.06068310,-0.00109339,0.00653595,-0.06831244
2022-04-29,-0.11389549,65,-0.06307740,-0.05081809,-0.10909091,-0.00480458
2022-05-31,0.09514959,62,0.04573740,0.04941219,0.22594752,-0.13079793
2022-06-30,0.01660154,64,0.06659151,-0.04998997,-0.06064209,0.07724363
2022-07-29,0.01233597,64,-0.04277562,0.05511158,0.01265823,-0.00032226
2022-08-31,-0.01127394,64,-0.01570755,0.00443361,0.00750000,-0.01877394
2022-09-30,-0.07517949,66,-0.05550895,-0.01967054,-0.12158809,0.04640860
2022-10-31,0.00982967,65,-0.04328396,0.05311363,0.02401130,-0.01418163
2022-11-30,0.08048018,64,0.08911489,-0.00863471,0.05241379,0.02806639
2022-12-30,-0.04527260,64,-0.01969876,-0.02557384,-0.05373526,0.00846266
2023-01-31,0.05980865,63,0.05386773,0.00594092,0.06648199,-0.00667335
2023-02-28,0.02246148,63,0.00735213,0.01510935,-0.03376623,0.05622771
2023-03-31,-0.02847198,59,-0.00205668,-0.02641530,-0.03091398,0.00244200
2023-04-28,-0.00699846,58,0.01540377,-0.02240224,0.04576976,-0.05276823
2023-05-31,-0.01564053,67,-0.03572085,0.02008032,-0.00132626,-0.01431427
2023-06-30,0.00920304,69,-0.00078079,0.00998383,0.03320053,-0.02399749
2023-07-31,0.06300718,60,0.02778756,0.03521962,0.04370180,0.01930538
2023-08-31,-0.04302380,65,-0.05200891,0.00898511,-0.10221675,0.05919295
2023-09-28,0.00091067,65,-0.00301329,0.00392397,0.01234568,-0.01143501
2023-10-31,-0.00809369,63,-0.02948254,0.02138884,-0.04878049,0.04068679
2023-11-30,0.02145971,61,0.00361144,0.01784828,0.03276353,-0.01130382
2023-12-29,-0.02271258,62,-0.01806727,-0.00464531,-0.01103448,-0.01167809
2024-01-31,-0.13288962,70,-0.06265233,-0.07023729,-0.11854951,-0.01434011
2024-02-29,-0.01234257,69,0.08126917,-0.09361174,0.01107595,-0.02341852
2024-03-29,0.02164092,63,0.00862163,0.01301928,0.00782473,0.01381619
2024-04-30,-0.00212935,61,0.02093197,-0.02306131,0.00000000,-0.00212935
2024-05-31,-0.03525790,67,-0.00580100,-0.02945690,-0.01708075,-0.01817716
2024-06-28,-0.11374707,64,-0.03868410,-0.07506297,-0.10742496,-0.00632211
2024-07-31,0.03147038,60,-0.00965609,0.04112646,0.03362832,-0.00215794
